"","site_id","sample_collect_date","variant","abundance","DetectionStatus","sample_id","test_result_date","pcr_target","wwtp_name"
"17","UA","2025-03-31","Insufficient Signal",0,"Insufficient Signal","UA20250331",2025-04-14,"sars-cov-2","Utility1"
"18","UA","2025-04-03","Insufficient Signal",0,"Insufficient Signal","UA20250403",2025-04-14,"sars-cov-2","Utility1"
"19","UA","2025-04-07","Insufficient Signal",0,"Insufficient Signal","UA20250407",2025-04-21,"sars-cov-2","Utility1"
"20","UA","2025-04-10","Insufficient Signal",0,"Insufficient Signal","UA20250410",2025-04-21,"sars-cov-2","Utility1"
"21","UA","2025-04-14","Insufficient Signal",0,"Insufficient Signal","UA20250414",2025-04-28,"sars-cov-2","Utility1"
"22","UA","2025-04-17","Insufficient Signal",0,"Insufficient Signal","UA20250417",2025-04-28,"sars-cov-2","Utility1"
"23","UA","2025-04-21","Insufficient Signal",0,"Insufficient Signal","UA20250421",2025-05-05,"sars-cov-2","Utility1"
"24","UA","2025-04-24","Insufficient Signal",0,"Insufficient Signal","UA20250424",2025-05-05,"sars-cov-2","Utility1"
"25","UA","2025-04-28","Insufficient Signal",0,"Insufficient Signal","UA20250428",2025-05-12,"sars-cov-2","Utility1"
"26","UA","2025-05-01","Insufficient Signal",0,"Insufficient Signal","UA20250501",2025-05-21,"sars-cov-2","Utility1"
"27","UA","2025-05-05","Insufficient Signal",0,"Insufficient Signal","UA20250505",2025-05-21,"sars-cov-2","Utility1"
"28","UA","2025-05-08","LP.8.1",0.745638174078702,"Detection","UA20250508",2025-05-21,"sars-cov-2","Utility1"
"29","UA","2025-05-08","XEC",0.254361825921298,"Detection","UA20250508",2025-05-21,"sars-cov-2","Utility1"
"30","UA","2025-05-12","Insufficient Signal",0,"Insufficient Signal","UA20250512",2025-05-21,"sars-cov-2","Utility1"
"31","UA","2025-05-15","Insufficient Signal",0,"Insufficient Signal","UA20250515",2025-05-28,"sars-cov-2","Utility1"
"32","UA","2025-05-19","Insufficient Signal",0,"Insufficient Signal","UA20250519",2025-05-29,"sars-cov-2","Utility1"
"33","UA","2025-05-22","Insufficient Signal",0,"Insufficient Signal","UA20250522",2025-05-29,"sars-cov-2","Utility1"
"34","UA","2025-05-27","Other",0.601135974115762,"Detection","UA20250527",2025-06-03,"sars-cov-2","Utility1"
"35","UA","2025-05-27","XEC",0.398864025884238,"Detection","UA20250527",2025-06-03,"sars-cov-2","Utility1"
"36","UA","2025-05-29","KP.1.1.3",0.597613394252089,"Detection","UA20250529",2025-06-06,"sars-cov-2","Utility1"
"37","UA","2025-05-29","XEC",0.402386605747911,"Detection","UA20250529",2025-06-06,"sars-cov-2","Utility1"
"38","UA","2025-06-02","KP.1.1.3",0.116571637379362,"Detection","UA20250602",2025-06-10,"sars-cov-2","Utility1"
"39","UA","2025-06-02","LP.8.1",0.107290207353068,"Detection","UA20250602",2025-06-10,"sars-cov-2","Utility1"
"40","UA","2025-06-02","XEC",0.366355305327093,"Detection","UA20250602",2025-06-10,"sars-cov-2","Utility1"
"41","UA","2025-06-02","XFC",0.409782849940477,"Detection","UA20250602",2025-06-10,"sars-cov-2","Utility1"
"42","UA","2025-06-05","LP.8.1",0.70320160578317,"Detection","UA20250605",2025-06-11,"sars-cov-2","Utility1"
"43","UA","2025-06-05","XEC",0.29679839421683,"Detection","UA20250605",2025-06-11,"sars-cov-2","Utility1"
"44","UA","2025-06-09","KP.3",0.170688593340099,"Detection","UA20250609",2025-06-16,"sars-cov-2","Utility1"
"45","UA","2025-06-09","LP.8.1",0.390958782307517,"Detection","UA20250609",2025-06-16,"sars-cov-2","Utility1"
"46","UA","2025-06-09","XEC",0.438352624352384,"Detection","UA20250609",2025-06-16,"sars-cov-2","Utility1"
"47","UA","2025-06-12","Insufficient Signal",0,"Insufficient Signal","UA20250612",2025-06-27,"sars-cov-2","Utility1"
"48","UA","2025-06-16","KP.1.1.3",0.160756314220175,"Detection","UA20250616",2025-06-27,"sars-cov-2","Utility1"
"49","UA","2025-06-16","NB.1.8.1",0.48408240391162,"Detection","UA20250616",2025-06-27,"sars-cov-2","Utility1"
"50","UA","2025-06-16","XDV.1",0.355161281868205,"Detection","UA20250616",2025-06-27,"sars-cov-2","Utility1"
"51","UA","2025-06-23","Insufficient Signal",0,"Insufficient Signal","UA20250623",2025-06-30,"sars-cov-2","Utility1"
"52","UA","2025-06-26","Insufficient Signal",0,"Insufficient Signal","UA20250626",2025-07-03,"sars-cov-2","Utility1"
"53","UA","2025-06-30","Insufficient Signal",0,"Insufficient Signal","UA20250630",2025-07-07,"sars-cov-2","Utility1"
"54","UA","2025-07-07","Insufficient Signal",0,"Insufficient Signal","UA20250707",2025-07-11,"sars-cov-2","Utility1"
"55","UA","2025-07-10","LP.8.1",0.208097660009854,"Detection","UA20250710",2025-07-16,"sars-cov-2","Utility1"
"56","UA","2025-07-10","NB.1.8.1",0.326298183886807,"Detection","UA20250710",2025-07-16,"sars-cov-2","Utility1"
"57","UA","2025-07-10","XDV.1",0.46560415610334,"Detection","UA20250710",2025-07-16,"sars-cov-2","Utility1"
"58","UA","2025-07-14","Insufficient Signal",0,"Insufficient Signal","UA20250714",2025-07-22,"sars-cov-2","Utility1"
"59","UA","2025-07-17","NB.1.8.1",0.635584073256691,"Detection","UA20250717",2025-07-29,"sars-cov-2","Utility1"
"60","UA","2025-07-17","XDV.1",0.364415926743309,"Detection","UA20250717",2025-07-29,"sars-cov-2","Utility1"
"61","UA","2025-07-21","Insufficient Signal",0,"Insufficient Signal","UA20250721",2025-07-30,"sars-cov-2","Utility1"
"62","UA","2025-07-24","KP.1.1",0.10415711650088,"Detection","UA20250724",2025-07-30,"sars-cov-2","Utility1"
"63","UA","2025-07-24","LF.7.7.1",0.240526799593786,"Detection","UA20250724",2025-07-30,"sars-cov-2","Utility1"
"64","UA","2025-07-24","LP.8.1",0.141926228078304,"Detection","UA20250724",2025-07-30,"sars-cov-2","Utility1"
"65","UA","2025-07-24","NB.1.8.1",0.275400722698496,"Detection","UA20250724",2025-07-30,"sars-cov-2","Utility1"
"66","UA","2025-07-24","XFG",0.237989133128535,"Detection","UA20250724",2025-07-30,"sars-cov-2","Utility1"
"67","UA","2025-07-28","JN.1",0.375188691866139,"Detection","UA20250728",2025-08-02,"sars-cov-2","Utility1"
"68","UA","2025-07-28","NB.1.8.1",0.284234946937715,"Detection","UA20250728",2025-08-02,"sars-cov-2","Utility1"
"69","UA","2025-07-28","XFG",0.340576361196145,"Detection","UA20250728",2025-08-02,"sars-cov-2","Utility1"
"70","UA","2025-07-31","Insufficient Signal",0,"Insufficient Signal","UA20250731",2025-08-08,"sars-cov-2","Utility1"
"71","UA","2025-08-04","Insufficient Signal",0,"Insufficient Signal","UA20250804",2025-08-08,"sars-cov-2","Utility1"
"72","UA","2025-08-07","Insufficient Signal",0,"Insufficient Signal","UA20250807",2025-08-14,"sars-cov-2","Utility1"
"73","UA","2025-08-11","Insufficient Signal",0,"Insufficient Signal","UA20250811",2025-08-20,"sars-cov-2","Utility1"
"74","UA","2025-08-14","LP.8.1",0.289464736618437,"Detection","UA20250814",2025-08-20,"sars-cov-2","Utility1"
"75","UA","2025-08-14","NB.1.8.1",0.21349814635952,"Detection","UA20250814",2025-08-20,"sars-cov-2","Utility1"
"76","UA","2025-08-14","XDV.1",0.344901588607291,"Detection","UA20250814",2025-08-20,"sars-cov-2","Utility1"
"77","UA","2025-08-14","XFG",0.152135528414752,"Detection","UA20250814",2025-08-20,"sars-cov-2","Utility1"
"78","UA","2025-08-18","XFG",0.723646349447998,"Detection","UA20250818",2025-08-25,"sars-cov-2","Utility1"
"79","UA","2025-08-21","Insufficient Signal",0,"Insufficient Signal","UA20250821",2025-08-27,"sars-cov-2","Utility1"
"80","UA","2025-08-25","LP.8.1",0.51442436902767,"Detection","UA20250825",2025-09-03,"sars-cov-2","Utility1"
"81","UA","2025-08-25","Other",0.312893820166815,"Detection","UA20250825",2025-09-03,"sars-cov-2","Utility1"
"82","UA","2025-08-25","XFG",0.172681810805515,"Detection","UA20250825",2025-09-03,"sars-cov-2","Utility1"
"83","UB","2025-03-10","Insufficient Signal",0,"Insufficient Signal","UB20250310",2025-03-25,"sars-cov-2","Utility2"
"84","UB","2025-03-13","KP.3",0.314966002306496,"Detection","UB20250313",2025-03-25,"sars-cov-2","Utility2"
"85","UB","2025-03-13","KP.3.1.1",0.32177523360679,"Detection","UB20250313",2025-03-25,"sars-cov-2","Utility2"
"86","UB","2025-03-13","LP.8.1",0.363258764086715,"Detection","UB20250313",2025-03-25,"sars-cov-2","Utility2"
"87","UB","2025-03-17","KP.1.1.3",0.402886735751152,"Detection","UB20250317",2025-03-25,"sars-cov-2","Utility2"
"88","UB","2025-03-17","KP.3",0.103142687745897,"Detection","UB20250317",2025-03-25,"sars-cov-2","Utility2"
"89","UB","2025-03-17","LP.8.1",0.493970576502951,"Detection","UB20250317",2025-03-25,"sars-cov-2","Utility2"
"90","UB","2025-03-20","Insufficient Signal",0,"Insufficient Signal","UB20250320",2025-03-31,"sars-cov-2","Utility2"
"91","UB","2025-03-24","Insufficient Signal",0,"Insufficient Signal","UB20250324",2025-04-08,"sars-cov-2","Utility2"
"92","UB","2025-03-27","Insufficient Signal",0,"Insufficient Signal","UB20250327",2025-04-08,"sars-cov-2","Utility2"
"93","UB","2025-03-31","Insufficient Signal",0,"Insufficient Signal","UB20250331",2025-04-14,"sars-cov-2","Utility2"
"94","UB","2025-04-03","Insufficient Signal",0,"Insufficient Signal","UB20250403",2025-04-14,"sars-cov-2","Utility2"
"95","UB","2025-04-07","Insufficient Signal",0,"Insufficient Signal","UB20250407",2025-04-21,"sars-cov-2","Utility2"
"96","UB","2025-04-10","Insufficient Signal",0,"Insufficient Signal","UB20250410",2025-04-21,"sars-cov-2","Utility2"
"97","UB","2025-04-14","Insufficient Signal",0,"Insufficient Signal","UB20250414",2025-05-12,"sars-cov-2","Utility2"
"98","UB","2025-04-17","Insufficient Signal",0,"Insufficient Signal","UB20250417",2025-04-28,"sars-cov-2","Utility2"
"99","UB","2025-04-21","Insufficient Signal",0,"Insufficient Signal","UB20250421",2025-05-05,"sars-cov-2","Utility2"
"100","UB","2025-04-24","Insufficient Signal",0,"Insufficient Signal","UB20250424",2025-05-05,"sars-cov-2","Utility2"
"101","UB","2025-05-01","Insufficient Signal",0,"Insufficient Signal","UB20250501",2025-05-12,"sars-cov-2","Utility2"
"102","UB","2025-05-05","Insufficient Signal",0,"Insufficient Signal","UB20250505",2025-05-21,"sars-cov-2","Utility2"
"103","UB","2025-05-08","KP.1.1.3",0.320130419555451,"Detection","UB20250508",2025-05-21,"sars-cov-2","Utility2"
"104","UB","2025-05-08","KP.3",0.367236274156828,"Detection","UB20250508",2025-05-21,"sars-cov-2","Utility2"
"105","UB","2025-05-08","LP.8.1",0.312633306287721,"Detection","UB20250508",2025-05-21,"sars-cov-2","Utility2"
"106","UB","2025-05-12","KP.2",0.34187805879833,"Detection","UB20250512",2025-05-21,"sars-cov-2","Utility2"
"107","UB","2025-05-12","LF.7",0.0737322215300772,"Detection","UB20250512",2025-05-21,"sars-cov-2","Utility2"
"108","UB","2025-05-12","LF.7.2.1",0.178036610811794,"Detection","UB20250512",2025-05-21,"sars-cov-2","Utility2"
"109","UB","2025-05-12","LP.8.1",0.313221320026686,"Detection","UB20250512",2025-05-21,"sars-cov-2","Utility2"
"110","UB","2025-05-12","MC.19",0.0931317888331121,"Detection","UB20250512",2025-05-21,"sars-cov-2","Utility2"
"111","UB","2025-05-15","LP.8.1",1,"Detection","UB20250515",2025-05-28,"sars-cov-2","Utility2"
"112","UB","2025-05-19","Insufficient Signal",0,"Insufficient Signal","UB20250519",2025-05-29,"sars-cov-2","Utility2"
"113","UB","2025-05-22","Insufficient Signal",0,"Insufficient Signal","UB20250522",2025-05-29,"sars-cov-2","Utility2"
"114","UB","2025-05-27","Insufficient Signal",0,"Insufficient Signal","UB20250527",2025-06-03,"sars-cov-2","Utility2"
"115","UB","2025-05-29","Insufficient Signal",0,"Insufficient Signal","UB20250529",2025-06-06,"sars-cov-2","Utility2"
"116","UB","2025-06-02","JN.1",0.170309504020816,"Detection","UB20250602",2025-06-10,"sars-cov-2","Utility2"
"117","UB","2025-06-02","JN.1.16",0.237312007860202,"Detection","UB20250602",2025-06-10,"sars-cov-2","Utility2"
"118","UB","2025-06-02","JN.1.16.1",0.239307386487919,"Detection","UB20250602",2025-06-10,"sars-cov-2","Utility2"
"119","UB","2025-06-02","XEC",0.353071101631063,"Detection","UB20250602",2025-06-10,"sars-cov-2","Utility2"
"120","UB","2025-06-05","XDV.1",0.738163686243058,"Detection","UB20250605",2025-06-11,"sars-cov-2","Utility2"
"121","UB","2025-06-05","XEC",0.261836313756942,"Detection","UB20250605",2025-06-11,"sars-cov-2","Utility2"
"122","UB","2025-06-09","Insufficient Signal",0,"Insufficient Signal","UB20250609",2025-06-16,"sars-cov-2","Utility2"
"123","UB","6/12/2025","Insufficient Signal",0,"Insufficient Signal","UB20250612",2025-06-20,"sars-cov-2","Utility2"
"124","UB","2025-06-16","JN.1",0.0969514176440268,"Detection","UB20250616",2025-06-27,"sars-cov-2","Utility2"
"125","UB","2025-06-16","JN.1.16",0.201189264102452,"Detection","UB20250616",2025-06-27,"sars-cov-2","Utility2"
"126","UB","2025-06-16","LF.7",0.152482950449543,"Detection","UB20250616",2025-06-27,"sars-cov-2","Utility2"
"127","UB","2025-06-16","LF.7.7.2",0.329486842833424,"Detection","UB20250616",2025-06-27,"sars-cov-2","Utility2"
"128","UB","2025-06-16","LP.8.1",0.219889524970554,"Detection","UB20250616",2025-06-27,"sars-cov-2","Utility2"
"129","UB","2025-06-23","Insufficient Signal",0,"Insufficient Signal","UB20250623",2025-06-30,"sars-cov-2","Utility2"
"130","UB","2025-06-26","Insufficient Signal",0,"Insufficient Signal","UB20250626",2025-07-03,"sars-cov-2","Utility2"
"131","UB","2025-06-30","NB.1.8.1",0.68122490487593,"Detection","UB20250630",2025-07-07,"sars-cov-2","Utility2"
"132","UB","2025-06-30","XDV.1",0.31877509512407,"Detection","UB20250630",2025-07-07,"sars-cov-2","Utility2"
"133","UB","2025-07-07","Insufficient Signal",0,"Insufficient Signal","UB20250707",2025-07-11,"sars-cov-2","Utility2"
"134","UB","2025-07-10","Insufficient Signal",0,"Insufficient Signal","UB20250710",2025-07-16,"sars-cov-2","Utility2"
"135","UB","2025-07-14","Insufficient Signal",0,"Insufficient Signal","UB20250714",2025-07-22,"sars-cov-2","Utility2"
"136","UB","2025-07-21","LF.7",0.542373846799492,"Detection","UB20250721",2025-07-29,"sars-cov-2","Utility2"
"137","UB","2025-07-21","LP.8.1",0.243508483847856,"Detection","UB20250721",2025-07-29,"sars-cov-2","Utility2"
"138","UB","2025-07-21","Other",0.214117669352652,"Detection","UB20250721",2025-07-29,"sars-cov-2","Utility2"
"139","UB","2025-07-24","Insufficient Signal",0,"Insufficient Signal","UB20250724",2025-07-30,"sars-cov-2","Utility2"
"140","UB","2025-07-28","JN.1.16.1",0.496874775823748,"Detection","UB20250728",2025-08-02,"sars-cov-2","Utility2"
"141","UB","2025-07-28","LF.7",0.394274695387003,"Detection","UB20250728",2025-08-02,"sars-cov-2","Utility2"
"142","UB","2025-07-28","XFG",0.10885052878925,"Detection","UB20250728",2025-08-02,"sars-cov-2","Utility2"
"143","UB","2025-07-31","Insufficient Signal",0,"Insufficient Signal","UB20250731",2025-08-06,"sars-cov-2","Utility2"
"144","UB","2025-08-04","JN.1.11.1",0.187859199147815,"Detection","UB20250804",2025-08-08,"sars-cov-2","Utility2"
"145","UB","2025-08-04","KP.1.1.3",0.204239993014031,"Detection","UB20250804",2025-08-08,"sars-cov-2","Utility2"
"146","UB","2025-08-04","LP.8.1",0.232102887478456,"Detection","UB20250804",2025-08-08,"sars-cov-2","Utility2"
"147","UB","2025-08-04","XFG",0.375797920359698,"Detection","UB20250804",2025-08-08,"sars-cov-2","Utility2"
"148","UB","2025-08-07","LF.7",0.457386029444166,"Detection","UB20250807",2025-08-14,"sars-cov-2","Utility2"
"149","UB","2025-08-07","XFG",0.542613970555834,"Detection","UB20250807",2025-08-14,"sars-cov-2","Utility2"
"150","UB","2025-08-11","NB.1.8.1",0.374415072216014,"Detection","UB20250811",2025-08-16,"sars-cov-2","Utility2"
"151","UB","2025-08-11","XDV.1",0.470675329859007,"Detection","UB20250811",2025-08-16,"sars-cov-2","Utility2"
"152","UB","2025-08-11","XFG",0.154909597924979,"Detection","UB20250811",2025-08-16,"sars-cov-2","Utility2"
"153","UB","2025-08-14","JN.1",0.19504138227488,"Detection","UB20250814",2025-08-20,"sars-cov-2","Utility2"
"154","UB","2025-08-14","Other",0.440564234099536,"Detection","UB20250814",2025-08-20,"sars-cov-2","Utility2"
"155","UB","2025-08-14","XFG",0.364394383625583,"Detection","UB20250814",2025-08-20,"sars-cov-2","Utility2"
"156","UB","2025-08-18","Insufficient Signal",0,"Insufficient Signal","UB20250818",2025-08-25,"sars-cov-2","Utility2"
"157","UB","2025-08-21","Insufficient Signal",0,"Insufficient Signal","UB20250821",2025-08-27,"sars-cov-2","Utility2"
"158","UB","2025-08-25","NB.1.8.1",0.135924999938944,"Detection","UB20250825",2025-09-03,"sars-cov-2","Utility2"
"159","UB","2025-08-25","XFC",0.632548057166544,"Detection","UB20250825",2025-09-03,"sars-cov-2","Utility2"
"160","UB","2025-08-25","XFG",0.231526942894511,"Detection","UB20250825",2025-09-03,"sars-cov-2","Utility2"
"161","UC","2025-03-13","Insufficient Signal",0,"Insufficient Signal","UC20250313",2025-03-25,"sars-cov-2","Utility3"
"162","UC","2025-03-17","KP.1.1.3",0.187378164238253,"Detection","UC20250317",2025-03-25,"sars-cov-2","Utility3"
"163","UC","2025-03-17","KP.1.2",0.185400309794073,"Detection","UC20250317",2025-03-25,"sars-cov-2","Utility3"
"164","UC","2025-03-17","LP.8.1",0.392124156707635,"Detection","UC20250317",2025-03-25,"sars-cov-2","Utility3"
"165","UC","2025-03-17","MC.1",0.235097369260038,"Detection","UC20250317",2025-03-25,"sars-cov-2","Utility3"
"166","UC","2025-03-20","Insufficient Signal",0,"Insufficient Signal","UC20250320",2025-03-31,"sars-cov-2","Utility3"
"167","UC","2025-03-24","Insufficient Signal",0,"Insufficient Signal","UC20250324",2025-04-08,"sars-cov-2","Utility3"
"168","UC","2025-03-27","Insufficient Signal",0,"Insufficient Signal","UC20250327",2025-04-08,"sars-cov-2","Utility3"
"169","UC","2025-03-31","Insufficient Signal",0,"Insufficient Signal","UC20250331",2025-04-14,"sars-cov-2","Utility3"
"170","UC","2025-04-03","Insufficient Signal",0,"Insufficient Signal","UC20250403",2025-04-14,"sars-cov-2","Utility3"
"171","UC","2025-04-07","Insufficient Signal",0,"Insufficient Signal","UC20250407",2025-04-21,"sars-cov-2","Utility3"
"172","UC","2025-04-14","Insufficient Signal",0,"Insufficient Signal","UC20250414",2025-04-28,"sars-cov-2","Utility3"
"173","UC","2025-04-17","Insufficient Signal",0,"Insufficient Signal","UC20250417",2025-04-28,"sars-cov-2","Utility3"
"174","UC","2025-04-21","Insufficient Signal",0,"Insufficient Signal","UC20250421",2025-05-05,"sars-cov-2","Utility3"
"175","UC","2025-04-24","Insufficient Signal",0,"Insufficient Signal","UC20250424",2025-05-05,"sars-cov-2","Utility3"
"176","UC","2025-04-28","Insufficient Signal",0,"Insufficient Signal","UC20250428",2025-05-12,"sars-cov-2","Utility3"
"177","UC","2025-05-01","Insufficient Signal",0,"Insufficient Signal","UC20250501",2025-05-12,"sars-cov-2","Utility3"
"178","UC","2025-05-04","Insufficient Signal",0,"Insufficient Signal","UC20250504",2025-05-21,"sars-cov-2","Utility3"
"179","UC","2025-05-12","Insufficient Signal",0,"Insufficient Signal","UC20250512",2025-05-28,"sars-cov-2","Utility3"
"180","UC","2025-05-15","Insufficient Signal",0,"Insufficient Signal","UC20250515",2025-05-28,"sars-cov-2","Utility3"
"181","UC","2025-05-19","Insufficient Signal",0,"Insufficient Signal","UC20250519",2025-05-29,"sars-cov-2","Utility3"
"182","UC","2025-05-29","Other",1,"Detection","UC20250529",2025-06-06,"sars-cov-2","Utility3"
"183","UC","2025-06-02","Insufficient Signal",0,"Insufficient Signal","UC20250602",2025-06-10,"sars-cov-2","Utility3"
"184","UC","2025-06-05","Insufficient Signal",0,"Insufficient Signal","UC20250605",2025-06-11,"sars-cov-2","Utility3"
"185","UC","2025-06-09","Insufficient Signal",0,"Insufficient Signal","UC20250609",2025-06-16,"sars-cov-2","Utility3"
"186","UC","2025-06-12","Insufficient Signal",0,"Insufficient Signal","UC20250612",2025-06-27,"sars-cov-2","Utility3"
"187","UC","2025-06-16","Insufficient Signal",0,"Insufficient Signal","UC20250616",2025-06-27,"sars-cov-2","Utility3"
"188","UC","2025-06-23","Insufficient Signal",0,"Insufficient Signal","UC20250623",2025-06-30,"sars-cov-2","Utility3"
"189","UC","2025-06-30","Insufficient Signal",0,"Insufficient Signal","UC20250630",2025-07-07,"sars-cov-2","Utility3"
"190","UC","2025-07-07","Insufficient Signal",0,"Insufficient Signal","UC20250707",2025-07-11,"sars-cov-2","Utility3"
"191","UC","2025-07-14","Insufficient Signal",0,"Insufficient Signal","UC20250714",2025-07-22,"sars-cov-2","Utility3"
"192","UC","2025-07-21","Insufficient Signal",0,"Insufficient Signal","UC20250721",2025-07-29,"sars-cov-2","Utility3"
"193","UC","2025-07-28","XDV.1",0.546297500682598,"Detection","UC20250728",2025-08-02,"sars-cov-2","Utility3"
"194","UC","2025-07-28","XFG",0.453702499317402,"Detection","UC20250728",2025-08-02,"sars-cov-2","Utility3"
"195","UC","2025-07-31","Insufficient Signal",0,"Insufficient Signal","UC20250731",2025-08-06,"sars-cov-2","Utility3"
"196","UC","2025-08-04","Insufficient Signal",0,"Insufficient Signal","UC20250804",2025-08-08,"sars-cov-2","Utility3"
"197","UC","2025-08-07","Insufficient Signal",0,"Insufficient Signal","UC20250807",2025-08-14,"sars-cov-2","Utility3"
"198","UC","2025-08-11","Insufficient Signal",0,"Insufficient Signal","UC20250811",2025-08-16,"sars-cov-2","Utility3"
"199","UC","2025-08-14","Insufficient Signal",0,"Insufficient Signal","UC20250814",2025-08-20,"sars-cov-2","Utility3"
"200","UC","2025-08-18","KP.1.1.3",0.256717755212237,"Detection","UC20250818",2025-08-25,"sars-cov-2","Utility3"
"201","UC","2025-08-18","LP.8.1",0.0615957744706582,"Detection","UC20250818",2025-08-25,"sars-cov-2","Utility3"
"202","UC","2025-08-18","Other",0.0684416823595992,"Detection","UC20250818",2025-08-25,"sars-cov-2","Utility3"
"203","UC","2025-08-18","XFG",0.0858215270099434,"Detection","UC20250818",2025-08-25,"sars-cov-2","Utility3"
"204","UC","2025-08-25","Insufficient Signal",0,"Insufficient Signal","UC20250825",2025-09-03,"sars-cov-2","Utility3"
"205","UD","2025-03-03","Insufficient Signal",0,"Insufficient Signal","UD20250303",2025-03-25,"sars-cov-2","Utility4"
"206","UD","2025-03-10","Insufficient Signal",0,"Insufficient Signal","UD20250310",2025-03-25,"sars-cov-2","Utility4"
"207","UD","2025-03-12","KP.1.1",0.209456380627078,"Detection","UD20250312",2025-03-25,"sars-cov-2","Utility4"
"208","UD","2025-03-12","KP.3",0.220360651481685,"Detection","UD20250312",2025-03-25,"sars-cov-2","Utility4"
"209","UD","2025-03-12","XEC",0.246920456904808,"Detection","UD20250312",2025-03-25,"sars-cov-2","Utility4"
"210","UD","2025-03-12","XEC.4",0.216348097538207,"Detection","UD20250312",2025-03-25,"sars-cov-2","Utility4"
"211","UD","2025-03-12","XEQ",0.106914413448222,"Detection","UD20250312",2025-03-25,"sars-cov-2","Utility4"
"212","UD","2025-03-17","Insufficient Signal",0,"Insufficient Signal","UD20250317",2025-03-31,"sars-cov-2","Utility4"
"213","UD","2025-03-19","Insufficient Signal",0,"Insufficient Signal","UD20250319",2025-03-31,"sars-cov-2","Utility4"
"214","UD","2025-03-24","Insufficient Signal",0,"Insufficient Signal","UD20250324",2025-04-08,"sars-cov-2","Utility4"
"215","UD","2025-03-26","Insufficient Signal",0,"Insufficient Signal","UD20250326",2025-04-08,"sars-cov-2","Utility4"
"216","UD","2025-03-31","Insufficient Signal",0,"Insufficient Signal","UD20250331",2025-04-14,"sars-cov-2","Utility4"
"217","UD","2025-04-02","Insufficient Signal",0,"Insufficient Signal","UD20250402",2025-04-14,"sars-cov-2","Utility4"
"218","UD","2025-04-07","Insufficient Signal",0,"Insufficient Signal","UD20250407",2025-04-21,"sars-cov-2","Utility4"
"219","UD","2025-04-09","Insufficient Signal",0,"Insufficient Signal","UD20250409",2025-04-21,"sars-cov-2","Utility4"
"220","UD","2025-04-14","Insufficient Signal",0,"Insufficient Signal","UD20250414",2025-04-28,"sars-cov-2","Utility4"
"221","UD","2025-04-16","Insufficient Signal",0,"Insufficient Signal","UD20250416",2025-04-28,"sars-cov-2","Utility4"
"222","UD","2025-04-21","Insufficient Signal",0,"Insufficient Signal","UD20250421",2025-05-05,"sars-cov-2","Utility4"
"223","UD","2025-04-23","Insufficient Signal",0,"Insufficient Signal","UD20250423",2025-05-05,"sars-cov-2","Utility4"
"224","UD","2025-04-28","Insufficient Signal",0,"Insufficient Signal","UD20250428",2025-05-12,"sars-cov-2","Utility4"
"225","UD","2025-04-30","Insufficient Signal",0,"Insufficient Signal","UD20250430",2025-05-12,"sars-cov-2","Utility4"
"226","UD","2025-05-07","Insufficient Signal",0,"Insufficient Signal","UD20250507",2025-05-21,"sars-cov-2","Utility4"
"227","UD","2025-05-12","Insufficient Signal",0,"Insufficient Signal","UD20250512",2025-05-28,"sars-cov-2","Utility4"
