measure_date,sars,trend,utility
2025-01-09,5.937300690471482,6.462038968786766,Utility2
2025-01-13,6.439881453138056,6.462998695732142,Utility2
2025-01-16,6.4122108193193705,6.4630830196551505,Utility2
2025-01-21,6.51317976417664,6.465262181410659,Utility2
2025-01-23,5.723457313977193,6.462729645794031,Utility2
2025-01-27,5.721943273150243,6.466812799938959,Utility2
2025-01-30,6.729388118434248,6.480503458863971,Utility2
2025-02-03,6.454618205823726,6.4851975313413845,Utility2
2025-02-06,6.515831339031556,6.491072038261566,Utility2
2025-02-10,6.807545648536136,6.49609093021004,Utility2
2025-02-13,6.585068107801772,6.489244929164412,Utility2
2025-02-18,5.661736038571406,6.481180250213802,Utility2
2025-02-20,6.437394580792546,6.478971485298939,Utility2
2025-02-24,6.577570149604472,6.47905789417124,Utility2
2025-02-27,5.463424115811847,6.475366507431898,Utility2
2025-03-03,6.677105673828459,6.474870271426878,Utility2
2025-03-06,6.307039467889988,6.468515391563262,Utility2
2025-03-10,2.7781512503836434,6.470393190336196,Utility2
2025-03-13,6.73935997078559,6.472302189405593,Utility2
2025-03-17,5.852401301131259,6.464733479075596,Utility2
2025-03-20,6.4825577481332575,6.46303547486033,Utility2
2025-03-24,6.49192660956462,6.46310913715412,Utility2
2025-03-27,6.704068714147811,6.461838721701516,Utility2
2025-03-31,6.495728977510098,6.450740616988323,Utility2
2025-04-03,6.381988208789045,6.436082897196002,Utility2
2025-04-07,6.089952069198307,6.4244960228458945,Utility2
2025-04-10,6.5095397427233195,6.422224103723651,Utility2
2025-04-14,6.155918451737216,6.415671847606505,Utility2
2025-04-17,6.2838900674203435,6.416167632416085,Utility2
2025-04-21,6.317367489040845,6.42457686007735,Utility2
2025-04-24,6.404221853889728,6.435437874152214,Utility2
2025-04-28,6.65837042406775,6.448750606038775,Utility2
2025-05-01,6.376426205163156,6.453787461731002,Utility2
2025-05-05,6.765230538292824,6.465147931334771,Utility2
2025-05-08,6.711531216779312,6.463106245235889,Utility2
2025-05-12,6.419722520930122,6.451185513913116,Utility2
2025-05-15,6.400337286884945,6.444245068817772,Utility2
2025-05-19,6.735759814309136,6.439646742565192,Utility2
2025-05-22,6.026451954370417,6.4264045666808505,Utility2
2025-05-27,6.1712430503877265,6.4224374453604876,Utility2
2025-05-29,6.533127253637869,6.426862602513986,Utility2
2025-06-02,6.596889458796706,6.424658896914118,Utility2
2025-06-05,6.0792503657520305,6.416972412599068,Utility2
2025-06-09,5.964013413054286,6.415011389755974,Utility2
2025-06-12,6.239271943733537,6.424897950739631,Utility2
2025-06-16,6.63964483843058,6.444818915441223,Utility2
2025-06-23,6.609910038329705,6.4532326163789975,Utility2
2025-06-26,6.50985911463885,6.456672107381861,Utility2
2025-06-27,NA,6.634707207615465,Utility2
2025-06-28,NA,6.523615233296086,Utility2
2025-06-29,NA,6.438328036637462,Utility2
2025-06-30,NA,6.4134512052325805,Utility2
2025-07-01,NA,6.421201780012247,Utility2
2025-07-02,NA,6.397522330787541,Utility2
2025-07-03,NA,6.446758230133198,Utility2
2024-06-27,6.851591771092321,6.630592306230595,Utility1
2024-07-01,6.590190461898307,6.620046995947402,Utility1
2024-07-08,2.7781512503836434,6.609252801539046,Utility1
2024-07-11,6.0109881749532255,6.60244142808642,Utility1
2024-07-15,6.572974705869922,6.600905984035795,Utility1
2024-07-18,6.716329109323065,6.604293492905651,Utility1
2024-07-29,6.808397618650826,6.599497296391024,Utility1
2024-08-01,6.197208583361973,6.583102841848893,Utility1
2024-08-05,6.4879292874058,6.578398916375659,Utility1
2024-08-08,6.7443213874004435,6.581350427218374,Utility1
2024-08-12,6.585046316438124,6.575391787686459,Utility1
2024-08-15,6.592466116584277,6.5690399537823625,Utility1
2024-08-19,6.688685568061355,6.5588729865260555,Utility1
2024-08-22,6.1827885781852885,6.541844611499468,Utility1
2024-08-26,6.327083964496954,6.534895767330628,Utility1
2024-08-29,6.673894610104226,6.537778894820361,Utility1
2024-09-03,6.369697953559898,6.530459656285802,Utility1
2024-09-09,6.304125446364946,6.532403713366,Utility1
2024-09-12,2.7781512503836434,6.546218173006296,Utility1
2024-09-16,6.570697250449594,6.561175452122348,Utility1
2024-09-23,6.6322754375911765,6.574662097097007,Utility1
2024-09-26,6.566855910379155,6.580871566966143,Utility1
2024-09-30,6.751795714833781,6.592927248867678,Utility1
2024-10-03,6.760327923601777,6.591660515849452,Utility1
2024-10-14,6.616427092868635,6.584218455505219,Utility1
2024-10-17,6.217024401854912,6.572912127938531,Utility1
2024-10-21,6.52189064443602,6.572563950053869,Utility1
2024-10-24,6.735327221021517,6.573833993409494,Utility1
2024-10-28,6.2904693563192025,6.566559857020201,Utility1
2024-10-31,6.7369547496308355,6.571001192963143,Utility1
2024-11-04,5.711159098738197,6.565622526740422,Utility1
2024-11-07,6.815081412858535,6.564357720204209,Utility1
2024-11-12,6.588500169694237,6.5532458813765695,Utility1
2024-11-14,6.129648007180593,6.538338828781664,Utility1
2024-11-18,2.7781512503836434,6.534056207177175,Utility1
2024-11-21,2.7781512503836434,6.531274712438233,Utility1
2024-11-25,2.7781512503836434,6.529633782324939,Utility1
2024-12-02,6.396624015447608,6.532167628478191,Utility1
2024-12-05,5.82173815055849,6.539637420605281,Utility1
2024-12-09,4.503300293401272,6.552918362101043,Utility1
2024-12-12,6.754315303606933,6.570361182440042,Utility1
2024-12-16,6.675512552764644,6.577764427055587,Utility1
2024-12-19,6.862932831372458,6.57673185498684,Utility1
2024-12-26,6.694583176574218,6.5663948463205815,Utility1
2024-12-30,6.157157161799101,6.548210413454718,Utility1
2025-01-02,5.617330656926828,6.537467839785261,Utility1
2025-01-06,5.82938419028925,6.534058531923177,Utility1
2025-01-09,6.833802713977585,6.541890894941665,Utility1
2025-01-13,6.254512549062126,6.539631964885706,Utility1
2025-01-16,6.807518318909877,6.544438640249389,Utility1
2025-01-21,6.779854754740343,6.5392576121538495,Utility1
2025-01-23,6.211167013088845,6.526621732369953,Utility1
2025-01-27,6.279902731130072,6.5206040131721945,Utility1
2025-01-30,6.470991709519113,6.523671165700946,Utility1
2025-02-06,5.762518017615831,6.527544337722457,Utility1
2025-02-10,5.582693882572933,6.540132623190523,Utility1
2025-02-13,5.639939473106562,6.5562647945859345,Utility1
2025-02-18,6.588933459472508,6.5790149513359335,Utility1
2025-02-20,6.210801246849894,6.5987163961233755,Utility1
2025-02-24,6.803313556231712,6.631536510944202,Utility1
2025-02-27,6.761416903853903,6.652060665478029,Utility1
2025-03-03,6.865946387518944,6.666532529851664,Utility1
2025-03-06,6.849064400385598,6.672649993121858,Utility1
2025-03-10,6.342114419771086,6.665353276098688,Utility1
2025-03-13,6.826777919925463,6.671291462435198,Utility1
2025-03-17,6.56868715822644,6.67041049961279,Utility1
2025-03-20,6.753578080179832,6.677552204867543,Utility1
2025-03-24,6.405200660082265,6.676096091044464,Utility1
2025-03-27,6.861826311560846,6.687300548426328,Utility1
2025-03-31,6.762493330262361,6.68504761665754,Utility1
2025-04-03,6.6143298382872935,6.6799760720382615,Utility1
2025-04-07,6.758191076920008,6.683878339789833,Utility1
2025-04-10,6.536063645847981,6.6784096212490525,Utility1
2025-04-14,6.8741066200662475,6.682516640955708,Utility1
2025-04-17,6.806530796476946,6.679123682565704,Utility1
2025-04-21,6.817308021771071,6.666457800093834,Utility1
2025-04-24,2.7781512503836434,6.6470043270889265,Utility1
2025-04-28,2.7781512503836434,6.630606281480836,Utility1
2025-05-01,6.68731175966877,6.6105489693996775,Utility1
2025-05-05,6.505858521476868,6.586448891686225,Utility1
2025-05-08,6.278301470848156,6.564754444146587,Utility1
2025-05-12,6.570679160897912,6.555551370990135,Utility1
2025-05-15,6.714417280547314,6.54233370070152,Utility1
2025-05-19,2.7781512503836434,6.518036549396547,Utility1
2025-05-22,5.689001458147381,6.497227795933925,Utility1
2025-05-27,6.092463780724302,6.483962354316684,Utility1
2025-05-29,6.173106397519194,6.478153028815681,Utility1
2025-06-02,6.634725180530865,6.482327592241874,Utility1
2025-06-05,6.465388354460071,6.477427055582461,Utility1
2025-06-09,6.5880104912321285,6.4740610511409695,Utility1
2025-06-12,5.701282966741426,6.463043049575012,Utility1
2025-06-16,6.538527612702043,6.458798484225557,Utility1
2025-06-23,2.7781512503836434,6.449506383229274,Utility1
2025-06-24,NA,6.494953546695684,Utility1
2025-06-25,NA,6.171252773489276,Utility1
2025-06-26,NA,6.44910092098199,Utility1
2025-06-27,NA,6.235287779257255,Utility1
2025-06-28,NA,6.707223235882437,Utility1
2025-06-29,NA,6.952504978653954,Utility1
2025-06-30,NA,2.3542465644173425,Utility1
2024-06-27,6.780628912852319,6.612537733233573,Utility5
2024-07-01,6.321357710360779,6.605315065447792,Utility5
2024-07-08,2.7781512503836434,6.603710534910647,Utility5
2024-07-11,6.697388206179451,6.602625225514352,Utility5
2024-07-15,6.722981137032175,6.5977964366896895,Utility5
2024-07-18,6.203989674764193,6.588790506221338,Utility5
2024-07-22,6.6269067368077215,6.584758458018495,Utility5
2024-07-25,6.605751611736678,6.575410799029884,Utility5
2024-07-29,6.273152032937281,6.5657363825572865,Utility5
2024-08-01,6.336186062129162,6.562564841298671,Utility5
2024-08-05,5.850913834934901,6.564442373141856,Utility5
2024-08-08,6.8521040320329485,6.568606706381869,Utility5
2024-08-12,6.498831119313665,6.566992053196027,Utility5
2024-08-15,6.4886243147182885,6.569924989849878,Utility5
2024-08-19,6.5807423284129625,6.574521057966504,Utility5
2024-08-22,6.481617457752877,6.580812008353904,Utility5
2024-08-26,6.802304159921278,6.5922757388851165,Utility5
2024-08-29,5.8608750015470665,6.59717125859902,Utility5
2024-09-03,6.7150472617493335,6.601719424437799,Utility5
2024-09-09,6.65737074565899,6.602452001299598,Utility5
2024-09-16,6.631976366280554,6.600476555040858,Utility5
2024-09-23,6.185482091712168,6.597604628963169,Utility5
2024-09-26,6.350895487310365,6.599698708026751,Utility5
2024-09-30,6.81520066486907,6.6045983905319,Utility5
2024-10-03,6.819963682236954,6.604388379948803,Utility5
2024-10-08,6.6270743512828965,6.5976117054829855,Utility5
2024-10-10,5.851500507411847,6.590848408037666,Utility5
2024-10-14,6.622615999786118,6.586244878385987,Utility5
2024-10-17,5.978070445187314,6.579477314313874,Utility5
2024-10-21,6.596347882036081,6.573981418066892,Utility5
2024-10-24,6.740483880225182,6.570547830443677,Utility5
2024-10-28,2.7781512503836434,6.559620513938259,Utility5
2024-10-31,6.487425876607172,6.5489229295271425,Utility5
2024-11-04,6.371019994837796,6.541230585591496,Utility5
2024-11-12,6.774774035758056,6.539587425976258,Utility5
2024-11-14,2.7781512503836434,6.533036559425262,Utility5
2024-11-18,2.7781512503836434,6.528050249529867,Utility5
2024-11-21,6.410101400960527,6.522012898632775,Utility5
2024-11-25,2.7781512503836434,6.521553648915764,Utility5
2024-12-02,6.474172978207402,6.524222062838466,Utility5
2024-12-05,6.5326598682680626,6.527889047619123,Utility5
2024-12-09,6.536615124402222,6.530040240495215,Utility5
2024-12-12,6.449827699887718,6.530667963582957,Utility5
2024-12-16,6.696706654062275,6.536936505893547,Utility5
2024-12-19,6.445721711508894,6.53506751761464,Utility5
2024-12-26,6.229924897307338,6.539205700883098,Utility5
2025-01-02,6.846350722284921,6.5491076885900705,Utility5
2025-01-09,2.7781512503836434,6.553900760587424,Utility5
2025-01-13,6.394317694321729,6.559678791658425,Utility5
2025-01-16,6.649588739649433,6.571456118885226,Utility5
2025-01-21,6.785469142878902,6.5775315925325915,Utility5
2025-01-27,6.855232863078184,6.579464443288761,Utility5
2025-01-30,6.5519257533209565,6.573433073861201,Utility5
2025-02-03,6.551965477624862,6.572667754753454,Utility5
2025-02-06,6.5869134655845505,6.573181103902669,Utility5
2025-02-10,6.1303656155893,6.572052907382185,Utility5
2025-02-13,6.798847517805144,6.5762555567762915,Utility5
2025-02-18,6.530887490823762,6.572201750432232,Utility5
2025-02-20,6.576050494403852,6.572675731744231,Utility5
2025-02-24,2.7781512503836434,6.5712696121719265,Utility5
2025-02-26,6.814409227109231,6.571677826263406,Utility5
2025-02-27,6.549659605547558,6.564415603192868,Utility5
2025-03-03,6.704773959770185,6.560155869990231,Utility5
2025-03-06,6.543948659002112,6.55045959733135,Utility5
2025-03-10,2.7781512503836434,6.540821328058,Utility5
2025-03-13,6.096106346231218,6.5314555267923025,Utility5
2025-03-17,6.443659383876454,6.5267117333207905,Utility5
2025-03-20,6.460473860628161,6.524803983992802,Utility5
2025-03-24,6.2728075914496655,6.528015145014697,Utility5
2025-03-27,6.486923296947653,6.5389282172019945,Utility5
2025-03-31,6.800752535055318,6.551183440342409,Utility5
2025-04-03,6.5478686898307155,6.557043092747169,Utility5
2025-04-07,6.589554313989331,6.563243148818717,Utility5
2025-04-14,6.522364018559405,6.567000650665255,Utility5
2025-04-17,5.730145705179805,6.575174478770766,Utility5
2025-04-21,6.687936756813866,6.585562941700593,Utility5
2025-04-24,2.7781512503836434,6.590262242035621,Utility5
2025-04-28,6.851809919314315,6.596051741452166,Utility5
2025-05-01,6.651894700655,6.595110838934314,Utility5
2025-05-08,6.583261248915906,6.5918912209761995,Utility5
2025-05-12,6.218596417703903,6.590259015968076,Utility5
2025-05-15,6.644227989297297,6.592649028487521,Utility5
2025-05-19,6.651503827188605,6.591715644506648,Utility5
2025-05-22,6.50168436059224,6.586397306103537,Utility5
2025-05-27,2.7781512503836434,6.587862679836327,Utility5
2025-05-29,6.291088777881841,6.589568365069399,Utility5
2025-06-02,6.800909925429499,6.598225571276842,Utility5
2025-06-05,6.827974343174085,6.600012610494528,Utility5
2025-06-09,6.4617657142627065,6.594546151020422,Utility5
2025-06-12,6.443019871016199,6.5959245035756195,Utility5
2025-06-16,6.56737483885184,6.603281279498798,Utility5
2025-06-23,6.635909689331393,6.613349642812299,Utility5
2025-06-26,6.850852246488215,6.622334921182304,Utility5
2025-06-27,NA,-16.156048091614448,Utility5
2025-06-28,NA,6.86740074885884,Utility5
2025-06-29,NA,6.802823574172859,Utility5
2025-06-30,NA,7.234800288624716,Utility5
2025-07-01,NA,5.552997056649175,Utility5
2025-07-02,NA,6.131638741659273,Utility5
2025-07-03,NA,6.749656471705406,Utility5
2024-06-27,6.6614305464775105,6.793818962341416,Utility3
2024-07-01,7.1386148358053045,6.79768770915484,Utility3
2024-07-08,2.7781512503836434,6.800885990365304,Utility3
2024-07-11,6.372720576779382,6.806460790238718,Utility3
2024-07-15,7.100183689363013,6.81185431153841,Utility3
2024-07-18,6.126176231155558,6.81617333881835,Utility3
2024-07-22,2.7781512503836434,6.823064576068693,Utility3
2024-07-25,7.197114225958824,6.829401112932482,Utility3
2024-07-29,7.037045546288591,6.831606753536743,Utility3
2024-08-01,6.632547786081567,6.833207341238112,Utility3
2024-08-05,5.77568616081301,6.835909085583563,Utility3
2024-08-08,6.122172610554088,6.840876789061799,Utility3
2024-08-12,6.988645628770868,6.849986486661967,Utility3
2024-08-15,6.501292239121404,6.856356159485457,Utility3
2024-08-19,6.793172227400007,6.866168097507686,Utility3
2024-08-22,7.1225923548885,6.876575948242036,Utility3
2024-08-26,5.480867488475008,6.883259703092302,Utility3
2024-09-09,2.7781512503836434,6.8911010870120535,Utility3
2024-09-12,5.252707433007282,6.899313012303155,Utility3
2024-09-16,7.114656312603971,6.908735314201835,Utility3
2024-09-23,7.099386201515409,6.916024077654168,Utility3
2024-09-26,6.997704037190403,6.919227920421881,Utility3
2024-09-30,6.522299966394874,6.923830144300035,Utility3
2024-10-03,7.1690755882626895,6.929326372973864,Utility3
2024-10-14,7.2004297561739,6.9316042500229695,Utility3
2024-10-17,6.335100890302524,6.930835169374177,Utility3
2024-10-21,7.01493644741919,6.931156363544697,Utility3
2024-10-24,2.7781512503836434,6.9321892587251535,Utility3
2024-10-28,6.158544616310111,6.93281068266637,Utility3
2024-11-04,7.101413459905419,6.93332299316135,Utility3
2024-11-07,6.907635437609922,6.933290488612024,Utility3
2024-11-12,7.034692773963062,6.932451032871478,Utility3
2024-11-14,6.770621553603656,6.930210246956699,Utility3
2024-11-18,5.864293879512528,6.930953286824639,Utility3
2024-11-21,2.7781512503836434,6.932989451799324,Utility3
2024-11-25,7.058075296376125,6.9354173501484295,Utility3
2024-12-02,7.115147083615407,6.934617267284403,Utility3
2024-12-05,6.865847858947917,6.931949314279748,Utility3
2024-12-09,6.693706904100368,6.930480913694017,Utility3
2024-12-12,5.9006450974058895,6.93196002528311,Utility3
2024-12-16,5.884115362011669,6.932796029062735,Utility3
2024-12-19,7.10983992228738,6.937058242617028,Utility3
2024-12-26,7.129758156122404,6.939349996236712,Utility3
2024-12-30,5.743519955634611,6.938433282796663,Utility3
2025-01-02,7.106403503272569,6.937365072763254,Utility3
2025-01-06,7.009204102230052,6.93378914763346,Utility3
2025-01-09,2.7781512503836434,6.931343053582837,Utility3
2025-01-13,6.3341383710418775,6.928308164070712,Utility3
2025-01-16,7.165544250857602,6.925623241622289,Utility3
2025-01-21,7.141328781233254,6.922050397226325,Utility3
2025-01-23,2.7781512503836434,6.913585792593396,Utility3
2025-01-27,6.89890253711928,6.906611238107479,Utility3
2025-01-30,7.061193521671752,6.899884133171249,Utility3
2025-02-03,6.462379128142569,6.8913119380457655,Utility3
2025-02-06,6.45306273453344,6.885802039373192,Utility3
2025-02-10,7.204621493110128,6.882527641959247,Utility3
2025-02-13,6.4576324462555785,6.87665728619217,Utility3
2025-02-18,7.164906228548643,6.874309820588536,Utility3
2025-02-20,2.7781512503836434,6.867704107938036,Utility3
2025-02-24,6.547457665449436,6.862427792530218,Utility3
2025-02-27,5.839537122489729,6.858372370678441,Utility3
2025-03-03,7.194089274602035,6.857665722702709,Utility3
2025-03-06,4.823558993093982,6.852265802998827,Utility3
2025-03-13,2.7781512503836434,6.847725009314199,Utility3
2025-03-17,7.002565342651751,6.844291550895485,Utility3
2025-03-20,6.880032016515878,6.839068885181699,Utility3
2025-03-24,6.86069200694259,6.830907330449312,Utility3
2025-03-27,2.7781512503836434,6.82423561308311,Utility3
2025-03-31,6.79610301372941,6.818424402580168,Utility3
2025-04-03,6.9593317952626865,6.812380145049982,Utility3
2025-04-07,6.838968347991187,6.803412423363452,Utility3
2025-04-10,5.8568200886882185,6.79434016008865,Utility3
2025-04-14,2.7781512503836434,6.788810240203688,Utility3
2025-04-17,2.7781512503836434,6.781853363889768,Utility3
2025-04-21,7.098767317782362,6.777695730864215,Utility3
2025-04-24,2.7781512503836434,6.767059968961437,Utility3
2025-04-28,6.664019605083068,6.758160068475884,Utility3
2025-05-01,6.624452788502799,6.751461695170375,Utility3
2025-05-05,7.059730023256386,6.74556488013441,Utility3
2025-05-08,2.7781512503836434,6.7359351165086405,Utility3
2025-05-12,6.758791498966247,6.725734916658256,Utility3
2025-05-15,2.7781512503836434,6.717343609739121,Utility3
2025-05-19,6.711968604810378,6.7097020509663015,Utility3
2025-05-22,2.7781512503836434,6.700169538298997,Utility3
2025-05-29,6.432748401574889,6.691294738910297,Utility3
2025-06-02,6.528446688454452,6.685140049574097,Utility3
2025-06-05,6.294261817158684,6.682361898231299,Utility3
2025-06-09,6.9832283849590695,6.682094689075974,Utility3
2025-06-12,6.7849320242341085,6.678267957390491,Utility3
2025-06-16,7.100153653937115,6.6740742424544175,Utility3
2025-06-23,2.7781512503836434,6.667115521311006,Utility3
2025-06-26,2.7781512503836434,6.661661556582189,Utility3
2025-06-27,NA,4.663639978186736,Utility3
2025-06-28,NA,14.46867456108845,Utility3
2025-06-29,NA,6.592479835253743,Utility3
2025-06-30,NA,6.06485536441285,Utility3
2025-07-01,NA,-172.1034381691839,Utility3
2025-07-02,NA,5.012581608779922,Utility3
2025-07-03,NA,5.3221556073950245,Utility3
2024-06-26,6.108232749317904,5.950434215856914,Utility4
2024-07-01,5.888221067338078,5.758019007097389,Utility4
2024-07-08,2.7781512503836434,5.419917153826524,Utility4
2024-07-10,4.978577639416178,5.169299961784748,Utility4
2024-07-15,5.067572962895201,5.185779122811356,Utility4
2024-07-17,5.302038558334101,5.36225988357784,Utility4
2024-07-22,5.700539311624957,5.642818250276218,Utility4
2024-07-24,6.206496658568529,5.8609726307057555,Utility4
2024-07-29,5.621247965617683,5.736773330323525,Utility4
2024-07-31,5.891909709789979,5.8660276468589325,Utility4
2024-08-05,5.936405658065508,5.935843069777063,Utility4
2024-08-07,6.243954063753557,6.0317100903227425,Utility4
2024-08-12,5.004841355759655,5.83184874720459,Utility4
2024-08-14,6.314364055675556,5.883539192488552,Utility4
2024-08-19,5.379138658592553,5.657354698571439,Utility4
2024-08-21,5.222287165680217,5.661932621425265,Utility4
2024-08-26,6.32287417179165,5.9948494328618835,Utility4
2024-08-28,6.078185208457849,6.00539294643409,Utility4
2024-09-09,5.748997696314819,5.887898101460595,Utility4
2024-09-11,6.240190432756766,6.0736817026773675,Utility4
2024-09-16,5.762527772110343,5.920778090506554,Utility4
2024-09-23,6.120671307535763,6.080111755684781,Utility4
2024-09-25,6.099336314187064,6.122256119017409,Utility4
2024-09-30,6.300303247559374,6.212892970286552,Utility4
2024-10-02,6.162868366003933,6.148352725248168,Utility4
2024-10-08,6.20141651691151,6.094544509588641,Utility4
2024-10-09,5.396663044571224,5.79177128702504,Utility4
2024-10-14,5.913956298795469,5.884846542065775,Utility4
2024-10-16,5.565348328923036,5.824856192767501,Utility4
2024-10-21,6.28870765396888,6.1147856327052965,Utility4
2024-10-23,2.7781512503836434,6.113135870587376,Utility4
2024-10-28,6.186157323599401,6.1605903581935,Utility4
2024-10-30,6.328638268035517,6.203212407442036,Utility4
2024-11-04,5.8598675157167905,6.021497046219438,Utility4
2024-11-06,6.069764637168614,6.104264429248817,Utility4
2024-11-12,6.319352818432137,6.253150373372727,Utility4
2024-11-13,6.32525225655179,6.26330434795912,Utility4
2024-11-18,6.139177669699111,6.150267928508098,Utility4
2024-11-20,2.7781512503836434,6.058678275194912,Utility4
2024-11-25,2.7781512503836434,6.032515700452691,Utility4
2024-12-02,6.07267736243353,6.054235655592382,Utility4
2024-12-04,6.19348552522265,6.043871614157688,Utility4
2024-12-09,5.556814907128034,5.737998495398855,Utility4
2024-12-11,5.497445239483973,5.696910600182831,Utility4
2024-12-16,6.1064995889315075,5.949496803341197,Utility4
2024-12-18,5.888735910717696,5.8964425515843155,Utility4
2024-12-30,5.847547982618233,5.894930269100535,Utility4
2025-01-06,6.248279863255517,6.026995969050144,Utility4
2025-01-08,5.519518235305708,5.82720408985081,Utility4
2025-01-13,6.170836481636752,5.985524394602003,Utility4
2025-01-15,5.716629278619783,5.852959140671463,Utility4
2025-01-21,6.135154604169365,5.991301388709924,Utility4
2025-01-27,5.766278224706267,5.821450819914592,Utility4
2025-02-03,5.862796033018252,5.816991472799635,Utility4
2025-02-05,5.494157377948507,5.69771388237889,Utility4
2025-02-10,6.01340480963909,5.9144599273351695,Utility4
2025-02-12,5.976667672782034,5.928458118205175,Utility4
2025-02-18,5.746227733303829,5.844440180529964,Utility4
2025-02-19,6.194771512360404,5.99947447321104,Utility4
2025-02-24,5.727120584728015,5.811853334037305,Utility4
2025-03-03,5.8067082703459,5.8317701002383275,Utility4
2025-03-05,5.771288295186816,5.8711340521069575,Utility4
2025-03-10,6.211614650651944,6.129675752412378,Utility4
2025-03-12,6.29058859581297,6.221740764364973,Utility4
2025-03-17,6.270507413181446,6.1831419035874955,Utility4
2025-03-19,5.915297977782582,5.975218418053752,Utility4
2025-03-24,5.593645983419136,5.851711244449214,Utility4
2025-03-26,6.205731478876239,6.071864647310656,Utility4
2025-03-31,2.7781512503836434,6.004250566523534,Utility4
2025-04-02,5.9024641522287515,5.977863626088543,Utility4
2025-04-07,6.2822195753149765,6.097151579974426,Utility4
2025-04-09,5.75099872414995,5.9006482002134755,Utility4
2025-04-14,6.133164806968654,5.9898654554166475,Utility4
2025-04-16,6.230418775185621,5.955392871001791,Utility4
2025-04-21,2.7781512503836434,5.761280699534868,Utility4
2025-04-23,6.325521820613667,5.604816252810079,Utility4
2025-04-28,5.972713227919407,5.2048173833126645,Utility4
2025-04-30,5.773343882591612,4.634054749242888,Utility4
2025-05-07,2.7781512503836434,3.8477091881439485,Utility4
2025-05-12,2.7781512503836434,3.239275181961948,Utility4
2025-05-14,2.7781512503836434,2.934969254430825,Utility4
2025-05-19,2.7781512503836434,2.8292047496924733,Utility4
2025-05-21,2.7781512503836434,2.784810234105648,Utility4
2025-05-27,2.7781512503836434,2.771042305957915,Utility4
2025-05-28,2.7781512503836434,2.769620595239279,Utility4
2025-06-02,2.7781512503836434,2.7739363947706273,Utility4
2025-06-04,2.7781512503836434,2.7741613704856145,Utility4
2025-06-11,2.7781512503836434,2.7938385685861533,Utility4
2025-06-16,6.289475459330806,2.8375221661379637,Utility4
2025-06-23,6.09610112501312,2.835623902345312,Utility4
2025-06-24,NA,2.6035635010785683,Utility4
2025-06-25,NA,2.0399523245068973,Utility4
2025-06-26,NA,-7.597106393801483,Utility4
