utility,measure_date,sars,new_cases_utility,new_hosp_utility,county_names,population_served,capacity_mgd,lpha1,lpha2,lpha3,pcr_target,activation_start,activation_end,public_repository,Surv_System,participation_status,classification,slope,p_val
Utility1,2024-10-17,1648255,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-0.0024627671417677,0.4197755931568306
Utility1,2024-10-21,3325758,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.0059474985538535636,0.010353373839750098
Utility1,2024-10-24,5436598,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-0.0047307550331266756,0.05239206999400018
Utility1,2024-10-28,1951953,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-0.003439533149907215,0.06693156864323609
Utility1,2024-10-31,5457010,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-0.0023963737745648296,0.07483145050857466
Utility1,2024-11-04,514232,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.0023433481885293808,0.021291925539561312
Utility1,2024-11-07,6532530,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.0015135310812929895,0.01962022876081495
Utility1,2024-11-12,3877039,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.0032835896238664793,0.025920390862511626
Utility1,2024-11-14,1347870,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.004991318497488382,0.008626747283910656
Utility1,2024-11-18,600,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.006257582973424146,0.0034922488114279395
Utility1,2024-11-21,600,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.007440391861563325,2.0518251693886011e-4
Utility1,2024-11-25,600,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.006904354392064191,7.047376078026687e-4
Utility1,2024-12-02,2492436,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.003836797102886534,0.04560565433214847
Utility1,2024-12-05,663343,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-2.3248774062054598e-5,0.9837159334287484
Utility1,2024-12-09,31864,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,0.0034837927221064366,0.08654186841780849
Utility1,2024-12-12,5679568,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.007793025184697833,0.01249689751537147
Utility1,2024-12-16,4737100,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.010528995058129533,7.977163537838878e-4
Utility1,2024-12-19,7293447,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.010132713492375947,0.0016830961014175664
Utility1,2024-12-26,4949749,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,0.0060751671956983735,0.07859879097850372
Utility1,2024-12-30,1436009,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-0.0010420378188212862,0.7645124113515966
Utility1,2025-01-02,414315,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.007527593221222029,0.02826990674824102
Utility1,2025-01-06,675125,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.01012874154664806,0.0010261271337778126
Utility1,2025-01-09,6820288,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.008055894773930272,0.020048727885328008
Utility1,2025-01-13,1796853,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-0.004462350587875141,0.11042576349242195
Utility1,2025-01-16,6419753,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-0.00280723072125711,0.18270366705199298
Utility1,2025-01-21,6023581,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,0.0010808644790174778,0.24207863889376896
Utility1,2025-01-23,1626174,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-6.997291598873657e-4,0.5756430775918406
Utility1,2025-01-27,1905034,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-0.0025455797902936826,0.12777175253231515
Utility1,2025-01-30,2957956,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.003947571393879209,0.010020828832612462
Utility1,2025-02-06,578786,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-0.003921387748318349,0.0656636420993293
Utility1,2025-02-10,382555,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,2.917149648463926e-4,0.8998945604620554
Utility1,2025-02-13,436455,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.006019266090182571,0.03697071131485471
Utility1,2025-02-18,3880909,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.013940802813345123,0.006293917874909484
Utility1,2025-02-20,1624805,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.015593433267085269,6.738121697695166e-4
Utility1,2025-02-24,6357898,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.020527495475922346,1.9776699016599568e-4
Utility1,2025-02-27,5773204,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.0213860128682683,1.090280735855149e-5
Utility1,2025-03-03,7344232,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.022261179334853064,1.892641669967647e-6
Utility1,2025-03-06,7064223,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.02062625078549623,4.419213230101485e-5
Utility1,2025-03-10,2198439,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.01578136382831114,0.0022166544025128835
Utility1,2025-03-13,6710856,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.010926716317438369,0.011391451932669322
Utility1,2025-03-17,3704138,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.0054965823631116534,0.031285597107298065
Utility1,2025-03-20,5669935,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.002959715250147819,0.034428526236908404
Utility1,2025-03-24,2542147,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,0.0015554403779951714,0.05567961582897132
Utility1,2025-03-27,7274888,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.0025606442227612707,0.03221741601393923
Utility1,2025-03-31,5787531,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.003456670896089504,0.0016357942917335528
Utility1,2025-04-03,4114621,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Increasing,0.0023241573734817797,0.03695345472243867
Utility1,2025-04-07,5730481,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,0.0019358135887731023,0.07270162709006342
Utility1,2025-04-10,3436083,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,3.861525088288128e-4,0.6723784030583488
Utility1,2025-04-14,7483532,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,1.1089946838783356e-5,0.9896662813071826
Utility1,2025-04-17,6405172,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-0.0011128214205261176,0.0644819081996153
Utility1,2025-04-21,6566108,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Plateau,-0.0021012831239412893,0.06126559992813885
Utility1,2025-04-24,600,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.0047515090329764776,0.03827555029792216
Utility1,2025-04-28,600,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.00852448586103948,0.006143801910115575
Utility1,2025-05-01,4867565,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.012125786784808336,0.0015104798716612906
Utility1,2025-05-05,3205225,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.01647157831262467,5.652656083202197e-5
Utility1,2025-05-08,1898023,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.01927074606292174,1.5285063252925919e-6
Utility1,2025-05-12,3721167,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.01933487296394215,1.2290092938500892e-6
Utility1,2025-05-15,5181044,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.01821129376416791,8.483418210388181e-6
Utility1,2025-05-19,600,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.018037044798045257,8.429573114423464e-6
Utility1,2025-05-22,488654,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.017828891015059703,6.909974105149313e-6
Utility1,2025-05-27,1237268,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.01723509501780368,1.2485440084943918e-4
Utility1,2025-05-29,1489726,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.01600314943240024,2.680506430448828e-5
Utility1,2025-06-02,4312461,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.013646674110582289,0.0010717741494368903
Utility1,2025-06-05,2920037,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.01018616488517054,0.006375665447614035
Utility1,2025-06-09,3872670,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.006184383483730786,0.012224235707444955
Utility1,2025-06-12,502670,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.0043958149521920245,0.004059003316283308
Utility1,2025-06-16,3455633,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.004070646780557497,0.003377530509300166
Utility1,2025-06-23,600,NA,NA,County1,18838,2.775,First County,NA,NA,sars-cov-2,2022-02-24,NA,Publish,SSS,Active,Decreasing,-0.006600278877133583,2.1067734353306394e-4
Utility2,2024-06-27,58375,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,NA,NA,NA
Utility2,2024-07-01,657648,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,NA,0.03045023976386387,NA
Utility2,2024-07-08,600,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.03332981342094423,0.03172889899128088
Utility2,2024-07-11,2231163,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.0351621366904439,0.0013495481226222714
Utility2,2024-07-15,2198951,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.034544061374646925,3.02452400438684e-5
Utility2,2024-07-18,1003576,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.03217499430879589,2.5862021115725028e-5
Utility2,2024-07-22,623986,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.029907761207668936,7.289001890367366e-5
Utility2,2024-07-25,2223241,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.02824669702525127,2.8598055836368057e-5
Utility2,2024-07-29,1198170,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.02875571807421574,8.692382771858089e-7
Utility2,2024-08-01,4343072,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.02917331752978834,1.6744343709903636e-6
Utility2,2024-08-05,5534993,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.030372922575020868,9.978940678929908e-7
Utility2,2024-08-08,5119337,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.03029227644675134,1.2270892469633194e-6
Utility2,2024-08-12,4454275,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.026862684041337893,7.295659460475184e-5
Utility2,2024-08-15,21920,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.020591447416906477,0.0012715477491959135
Utility2,2024-08-19,699657,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.01388657135354129,0.00757472345407754
Utility2,2024-08-22,4695719,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.008101223573182912,0.012348472423752291
Utility2,2024-08-26,368306,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.003763897865727121,0.021650656260597978
Utility2,2024-08-29,1605819,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.0018241586958781723,0.013504529921816166
Utility2,2024-09-03,2353657,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.002965857798969899,0.02952063627291171
Utility2,2024-09-09,3848836,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.005229872585562467,0.0218650907722957
Utility2,2024-09-12,3003615,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.0067279728628268955,0.008586065015268637
Utility2,2024-09-16,934309,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.007987423217486703,6.349259776314355e-4
Utility2,2024-09-23,6093588,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.007572194337788112,0.004529751320957386
Utility2,2024-09-26,4438577,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.005464534507235741,0.010045785881464613
Utility2,2024-09-30,1224643,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.003935007617299423,0.021587437125389373
Utility2,2024-10-03,4406388,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.0029577550535412724,0.04823325083665363
Utility2,2024-10-08,5258952,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,-3.5901375103905065e-4,0.6375394072876883
Utility2,2024-10-10,623163,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,-0.0018510222127979584,0.12954133735634965
Utility2,2024-10-14,563602,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Decreasing,-0.0029638353386939307,0.025365139806745665
Utility2,2024-10-17,3105267,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Decreasing,-0.0033833744869805273,0.011614007645416528
Utility2,2024-10-21,2449563,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Decreasing,-0.0034794389029468866,0.009517645880726901
Utility2,2024-10-24,600,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Decreasing,-0.00342384517276527,0.010971662153043496
Utility2,2024-10-28,4681829,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,-0.0018494194320268882,0.10569473730333759
Utility2,2024-10-31,1420182,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,-9.875911548181766e-4,0.14011538151928363
Utility2,2024-11-04,953564,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,-6.266196036464605e-4,0.25881285626492484
Utility2,2024-11-07,3329991,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,2.563099559479728e-4,0.7835557202830765
Utility2,2024-11-12,1560112,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,0.00230657046638084,0.17071949778630893
Utility2,2024-11-14,1817277,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.003646482665050426,0.03285334858752848
Utility2,2024-11-18,5725433,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.007205226909334655,0.01000021571363119
Utility2,2024-11-21,600,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.010889544425262323,3.929526534181801e-4
Utility2,2024-11-25,2624579,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.012983786830752509,5.142445802596718e-5
Utility2,2024-12-02,5324456,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.016032081360591248,1.787754852028498e-5
Utility2,2024-12-05,5289956,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.01563973366723706,3.806640973028826e-5
Utility2,2024-12-09,5150828,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.012783000252886046,3.3199725660106185e-4
Utility2,2024-12-12,5099394,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Increasing,0.00918760900733689,0.0116314637750393
Utility2,2024-12-16,600,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,0.0032556014144923986,0.30557185648444285
Utility2,2024-12-19,2459538,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Plateau,-0.003039030003708825,0.23668984193718415
Utility2,2024-12-26,2609970,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Decreasing,-0.006704664608162778,0.0056763907809236165
Utility2,2024-12-30,6341380,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Decreasing,-0.0077104212772594214,4.797547961534343e-4
Utility2,2025-01-02,4339410,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Decreasing,-0.007277511999480032,7.843643391589011e-4
Utility2,2025-01-06,1308533,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Decreasing,-0.007322310193539046,8.494010600196396e-4
Utility2,2025-01-09,865567,NA,NA,County2,89838,14.32,Second County,NA,NA,sars-cov-2,2020-08-13,NA,Publish,SSS,Active,Decreasing,-0.00779850834491482,9.036982938160283e-4
