"","utility","measure_date","level","slope","p_val","level_tile","level_scale","population_served","capacity_mgd","flow_rate","sample_type","population_served_flow","sig"
"28","Utility2",2024-10-14,6.41155252913423,-0.00735740944398511,0.0109548162809617,0.191304347826087,-0.475520230551494,89838,14.32,10.89,"24-hr flow-weighted composite",155571.428571429,"Significant"
"29","Utility2",2024-10-17,6.42003979125373,-0.00791998549300406,0.00563803430322913,0.243478260869565,-0.399355462907783,89838,14.32,11.17,"24-hr flow-weighted composite",159571.428571429,"Significant"
"30","Utility2",2024-10-21,6.41797191240187,-0.0069336161234314,0.0140704919589725,0.226086956521739,-0.41791262657837,89838,14.32,10.56,"24-hr flow-weighted composite",150857.142857143,"Significant"
"31","Utility2",2024-10-24,6.41906516006459,-0.00597429570957529,0.0361412596095803,0.234782608695652,-0.408101812085422,89838,14.32,11.11,"24-hr flow-weighted composite",158714.285714286,"Significant"
"32","Utility2",2024-10-28,6.41657419716962,-0.00336620039813592,0.140450526131266,0.2,-0.430455735816428,89838,14.32,11.06,"24-hr flow-weighted composite",158000,"Not Significant"
"33","Utility2",2024-10-31,6.39920115172137,-0.00217223805138417,0.156804829854058,0.11304347826087,-0.58636160406912,89838,14.32,11.34,"24-hr flow-weighted composite",162000,"Not Significant"
"34","Utility2",2024-11-04,6.39879686208316,-0.00290507126607747,0.0920548976151492,0.104347826086957,-0.589989702968615,89838,14.32,10.86,"24-hr flow-weighted composite",155142.857142857,"Not Significant"
"35","Utility2",2024-11-07,6.41702204505295,-0.00240240527082067,0.199399671206962,0.217391304347826,-0.426436744828111,89838,14.32,11.72,"24-hr flow-weighted composite",167428.571428571,"Not Significant"
"36","Utility2",2024-11-12,6.42004597968607,0.000166952917690059,0.953100992462554,0.252173913043478,-0.399299927859565,89838,14.32,12.76,"24-hr flow-weighted composite",182285.714285714,"Not Significant"
"37","Utility2",2024-11-14,6.43941182885477,0.00306444516910858,0.278453294995503,0.365217391304348,-0.225510620849882,89838,14.32,12.54,"24-hr flow-weighted composite",179142.857142857,"Not Significant"
"38","Utility2",2024-11-18,6.47592521637657,0.00999012605323526,0.0286477756878998,0.617391304347826,0.102160851684472,89838,14.32,11.62,"24-hr flow-weighted composite",166000,"Significant"
"39","Utility2",2024-11-21,6.49413784472632,0.0164805918358401,0.000785035965642978,0.71304347826087,0.265601144550249,89838,14.32,11.43,"24-hr flow-weighted composite",163285.714285714,"Significant"
"40","Utility2",2024-11-25,6.51218596703113,0.0196527911029001,7.45811884376821e-05,0.773913043478261,0.427565158668829,89838,14.32,9.83,"24-hr flow-weighted composite",140428.571428571,"Significant"
"41","Utility2",2024-12-02,6.54215012267664,0.0242015930809055,3.8259936470874e-05,0.808695652173913,0.696463764632197,89838,14.32,9.63,"24-hr flow-weighted composite",137571.428571429,"Significant"
"42","Utility2",2024-12-05,6.55634424505543,0.0228967120630937,8.81061051987656e-05,0.852173913043478,0.823841948275491,89838,14.32,10.89,"24-hr flow-weighted composite",155571.428571429,"Significant"
"43","Utility2",2024-12-09,6.55548261193849,0.0175534381269256,0.00110835470371537,0.843478260869565,0.816109644828064,89838,14.32,10.08,"24-hr flow-weighted composite",144000,"Significant"
"44","Utility2",2024-12-12,6.54706978754528,0.0116783934627312,0.0298044395536362,0.834782608695652,0.740612882018783,89838,14.32,10.66,"24-hr flow-weighted composite",152285.714285714,"Significant"
"45","Utility2",2024-12-16,6.52297123297067,0.00193781974818842,0.702210925885793,0.8,0.524352233545703,89838,14.32,10.05,"24-hr flow-weighted composite",143571.428571429,"Not Significant"
"46","Utility2",2024-12-19,6.50367633199556,-0.00859716611579719,0.0693904111753333,0.756521739130435,0.351199616272326,89838,14.32,10.24,"24-hr flow-weighted composite",146285.714285714,"Not Significant"
"47","Utility2",2024-12-26,6.49651872647633,-0.013675571065682,0.00157968195762497,0.721739130434783,0.286967199082715,89838,14.32,8.35,"24-hr flow-weighted composite",119285.714285714,"Significant"
"48","Utility2",2024-12-30,6.49814854369457,-0.0130748121543307,0.00325057295532145,0.739130434782609,0.301593193659119,89838,14.32,8.31,"24-hr flow-weighted composite",118714.285714286,"Significant"
"49","Utility2",2025-01-02,6.48135963875118,-0.0117193262090866,0.00491246733222176,0.660869565217391,0.150929407622974,89838,14.32,8.7,"24-hr flow-weighted composite",124285.714285714,"Significant"
"50","Utility2",2025-01-06,6.44649538560493,-0.0127914142669603,0.00792402804439796,0.4,-0.161942717989092,89838,14.32,8.58,"24-hr flow-weighted composite",122571.428571429,"Significant"
"51","Utility2",2025-01-09,6.43400162093947,-0.0147209280810881,0.0061955181082013,0.330434782608696,-0.274061876009857,89838,14.32,9.05,"24-hr flow-weighted composite",129285.714285714,"Significant"
"52","Utility2",2025-01-13,6.44306386898293,-0.0141308373965311,0.00935763219635727,0.391304347826087,-0.192737179442059,89838,14.32,9.13,"24-hr flow-weighted composite",130428.571428571,"Significant"
"53","Utility2",2025-01-16,6.447058735702,-0.0109252621270699,0.0117283392132341,0.408695652173913,-0.156887209081555,89838,14.32,10.08,"24-hr flow-weighted composite",144000,"Significant"
"54","Utility2",2025-01-21,6.44969856118096,-0.00421580255761149,0.326532181479634,0.452173913043478,-0.133197391164554,89838,14.32,9.71,"24-hr flow-weighted composite",138714.285714286,"Not Significant"
"55","Utility2",2025-01-23,6.4421935706077,-0.00350124066127921,0.251379472758142,0.382608695652174,-0.200547244996359,89838,14.32,10.49,"24-hr flow-weighted composite",149857.142857143,"Not Significant"
"56","Utility2",2025-01-27,6.45334142200335,0.00155559645463442,0.208797536944256,0.460869565217391,-0.100506324930402,89838,14.32,9.76,"24-hr flow-weighted composite",139428.571428571,"Not Significant"
"57","Utility2",2025-01-30,6.48119115337037,0.00561637636568745,0.0284038656373765,0.652173913043478,0.149417418279433,89838,14.32,10.68,"24-hr flow-weighted composite",152571.428571429,"Significant"
"58","Utility2",2025-02-03,6.48690004161702,0.00726486478790727,0.0159298643591932,0.68695652173913,0.200649033456084,89838,14.32,10.58,"24-hr flow-weighted composite",151142.857142857,"Significant"
"59","Utility2",2025-02-06,6.49684277751148,0.00938402389511505,0.00425359437555912,0.730434782608696,0.289875236026691,89838,14.32,11.19,"24-hr flow-weighted composite",159857.142857143,"Significant"
"60","Utility2",2025-02-10,6.50996945723831,0.0115596329140456,0.000611502608012832,0.765217391304348,0.407674179578783,89838,14.32,10.18,"24-hr flow-weighted composite",145428.571428571,"Significant"
"61","Utility2",2025-02-13,6.50127278483438,0.01093376204611,0.00177222375721769,0.747826086956522,0.329630162133366,89838,14.32,10.49,"24-hr flow-weighted composite",149857.142857143,"Significant"
"62","Utility2",2025-02-18,6.48421266088599,0.00203864134162861,0.507825243195076,0.678260869565217,0.17653245427343,89838,14.32,10.36,"24-hr flow-weighted composite",148000,"Not Significant"
"63","Utility2",2025-02-20,6.47944535440937,-0.000220791107934527,0.92953768870202,0.643478260869565,0.133750602485923,89838,14.32,10.63,"24-hr flow-weighted composite",151857.142857143,"Not Significant"
"64","Utility2",2025-02-24,6.48364484088988,-0.0025113301692129,0.268216738052669,0.669565217391304,0.171436832451175,89838,14.32,11.04,"24-hr flow-weighted composite",157714.285714286,"Not Significant"
"65","Utility2",2025-02-27,6.47256240096021,-0.005261349741989,0.0143096831749391,0.6,0.071982915477275,89838,14.32,11.15,"24-hr flow-weighted composite",159285.714285714,"Significant"
"66","Utility2",2025-03-03,6.47774479866151,-0.00552366298124479,0.0088510973661814,0.626086956521739,0.118489799699692,89838,14.32,10.29,"24-hr flow-weighted composite",147000,"Significant"
"67","Utility2",2025-03-06,6.46532851873264,-0.00455898129297645,0.00956514378724612,0.530434782608696,0.00706599041157954,89838,14.32,10.72,"24-hr flow-weighted composite",153142.857142857,"Significant"
"68","Utility2",2025-03-10,6.47064046255373,-0.00267322530637865,0.0227228913113969,0.591304347826087,0.0547354226941042,89838,14.32,10.46,"24-hr flow-weighted composite",149428.571428571,"Significant"
"69","Utility2",2025-03-13,6.47837708721516,-0.0013016943029459,0.306961784787792,0.634782608695652,0.124163962945055,89838,14.32,10.81,"24-hr flow-weighted composite",154428.571428571,"Not Significant"
"70","Utility2",2025-03-17,6.46645279326078,-0.00168039666018527,0.209914402427505,0.539130434782609,0.0171552402777445,89838,14.32,10.19,"24-hr flow-weighted composite",145571.428571429,"Not Significant"
"71","Utility2",2025-03-20,6.46906623167581,-0.000715141077576189,0.511237881367268,0.556521739130435,0.0406082604424888,89838,14.32,10.71,"24-hr flow-weighted composite",153000,"Not Significant"
"72","Utility2",2025-03-24,6.46900163713785,-0.000819347427770196,0.45258419248875,0.547826086956522,0.0400285884699274,89838,14.32,9.58,"24-hr flow-weighted composite",136857.142857143,"Not Significant"
"73","Utility2",2025-03-27,6.47058278859063,0.000113367971532218,0.901784484236569,0.582608695652174,0.054217856023442,89838,14.32,9.37,"24-hr flow-weighted composite",133857.142857143,"Not Significant"
"74","Utility2",2025-03-31,6.45389796799167,-0.00225954418064735,0.103756224948308,0.469565217391304,-0.0955118761568505,89838,14.32,12.55,"24-hr flow-weighted composite",179285.714285714,"Not Significant"
"75","Utility2",2025-04-03,6.42969750024004,-0.00605828051959715,0.0273864415155617,0.295652173913043,-0.312687094409656,89838,14.32,12.72,"24-hr flow-weighted composite",181714.285714286,"Significant"
"76","Utility2",2025-04-07,6.41046149247042,-0.00935053694245586,0.0144509573630919,0.182608695652174,-0.485311203520064,89838,14.32,11.5,"24-hr flow-weighted composite",164285.714285714,"Significant"
"77","Utility2",2025-04-10,6.40747931976368,-0.0122402254793505,0.00146320790524891,0.165217391304348,-0.512073248580546,89838,14.32,12.03,"24-hr flow-weighted composite",171857.142857143,"Significant"
"78","Utility2",2025-04-14,6.39447888058972,-0.0140432743864117,0.000168405846452501,0.0956521739130435,-0.628739308260215,89838,14.32,11.2,"24-hr flow-weighted composite",160000,"Significant"
"79","Utility2",2025-04-17,6.40090585741446,-0.0125031124574556,0.0016622172072371,0.130434782608696,-0.571063559636532,89838,14.32,12.34,"24-hr flow-weighted composite",176285.714285714,"Significant"
"80","Utility2",2025-04-21,6.4168233555693,-0.00659963338567718,0.0737859767458034,0.208695652173913,-0.428219786065976,89838,14.32,13,"24-hr flow-weighted composite",185714.285714286,"Not Significant"
"81","Utility2",2025-04-24,6.43799844962526,0.00110903971443529,0.740402294957689,0.356521739130435,-0.23819429894217,89838,14.32,13,"24-hr flow-weighted composite",185714.285714286,"Not Significant"
"82","Utility2",2025-04-28,6.46341530938672,0.00865157805184286,0.0398819731557233,0.51304347826087,-0.0101031677025803,89838,14.32,12.27,"24-hr flow-weighted composite",175285.714285714,"Significant"
"83","Utility2",2025-05-01,6.46984071965139,0.0129303446238536,0.00311142320590202,0.565217391304348,0.0475585225967742,89838,14.32,12.57,"24-hr flow-weighted composite",179571.428571429,"Significant"
"84","Utility2",2025-05-05,6.48898165864101,0.0167132147301836,1.66581268784503e-05,0.695652173913043,0.219329483608718,89838,14.32,12.15,"24-hr flow-weighted composite",173571.428571429,"Significant"
"85","Utility2",2025-05-08,6.49012935032261,0.0158510483890718,9.57991896302632e-05,0.704347826086957,0.22962887922358,89838,14.32,14.47,"24-hr flow-weighted composite",206714.285714286,"Significant"
"86","Utility2",2025-05-12,6.47325472559852,0.0106829378834525,0.0130415581434466,0.608695652173913,0.0781958430938018,89838,14.32,13.84,"24-hr flow-weighted composite",197714.285714286,"Significant"
"87","Utility2",2025-05-15,6.4637213582543,0.00418343532078426,0.24195703839268,0.521739130434783,-0.00735668237449713,89838,14.32,13.56,"24-hr flow-weighted composite",193714.285714286,"Not Significant"
"88","Utility2",2025-05-19,6.45953843445719,-0.00141415287947291,0.593267247800591,0.504347826086956,-0.0448942786678589,89838,14.32,12.9,"24-hr flow-weighted composite",184285.714285714,"Not Significant"
"89","Utility2",2025-05-22,6.43484252000608,-0.00679603712042434,0.0402626938491206,0.339130434782609,-0.266515640119152,89838,14.32,13.42,"24-hr flow-weighted composite",191714.285714286,"Significant"
"90","Utility2",2025-05-27,6.43010846410589,-0.0119863991902305,0.000533075881489878,0.31304347826087,-0.308999100930539,89838,14.32,13.8,"24-hr flow-weighted composite",197142.857142857,"Significant"
"91","Utility2",2025-05-29,6.44713008301599,-0.0087203272554762,0.00826722441481594,0.417391304347826,-0.156246937635317,89838,14.32,15.05,"24-hr flow-weighted composite",215000,"Significant"
"92","Utility2",2025-06-02,6.44922242536036,-0.00481105076937052,0.099905765716494,0.443478260869565,-0.137470238359841,89838,14.32,14.41,"24-hr flow-weighted composite",205857.142857143,"Not Significant"
"93","Utility2",2025-06-05,6.43671146374948,-0.00319193352493522,0.209153716248113,0.347826086956522,-0.249743721925605,89838,14.32,18.13,"24-hr flow-weighted composite",259000,"Not Significant"
"94","Utility2",2025-06-09,6.44135517069202,-0.00113206937693675,0.598282476227878,0.373913043478261,-0.208071053483882,89838,14.32,14.99,"24-hr flow-weighted composite",214142.857142857,"Not Significant"
"95","Utility2",2025-06-12,6.47005609430162,0.00420412559972737,0.0890414370574523,0.573913043478261,0.0494912966716241,89838,14.32,14.99,"24-hr flow-weighted composite",214142.857142857,"Not Significant"
"96","Utility2",2025-06-16,6.51368686597296,0.0103114276251472,0.0389572188175576,0.782608695652174,0.441034239457342,89838,14.32,13.99,"24-hr flow-weighted composite",199857.142857143,"Significant"
"97","Utility2",2025-06-23,6.54217708367443,0.020697154910011,0.0150530135949311,0.817391304347826,0.696705712872207,89838,14.32,13.14,"24-hr flow-weighted composite",187714.285714286,"Significant"
"98","Utility2",2025-06-26,6.56211745014829,0.0278036126460751,0.000386802555080544,0.860869565217391,0.875650743416499,89838,14.32,13.8,"24-hr flow-weighted composite",197142.857142857,"Significant"
"99","Utility2",2025-06-30,6.58767629641116,0.0296079975382049,7.70274451068073e-05,0.878260869565217,1.10501606281432,89838,14.32,12.65,"24-hr flow-weighted composite",180714.285714286,"Significant"
"100","Utility2",2025-07-07,6.60111235786202,0.0220350196514838,0.000555550335263357,0.88695652173913,1.22559140077868,89838,14.32,12.49,"24-hr flow-weighted composite",178428.571428571,"Significant"
"101","Utility2",2025-07-10,6.63088782004599,0.0216416380456846,0.000409064028395088,0.904347826086957,1.49279666989784,89838,14.32,12.83,"24-hr flow-weighted composite",183285.714285714,"Significant"
"102","Utility2",2025-07-14,6.65257641124948,0.0220498231148342,1.27971725397474e-05,0.921739130434783,1.68743028510545,89838,14.32,12.44,"24-hr flow-weighted composite",177714.285714286,"Significant"
"103","Utility2",2025-07-17,6.65700384377308,0.019968793566368,0.000255689249051482,0.930434782608696,1.72716210493969,89838,14.32,12.2,"24-hr flow-weighted composite",174285.714285714,"Significant"
"104","Utility2",2025-07-21,6.67316453567946,0.0176229784365193,0.000525111402155659,0.956521739130435,1.87218830145396,89838,14.32,12.59,"24-hr flow-weighted composite",179857.142857143,"Significant"
"105","Utility2",2025-07-24,6.68251291519232,0.0153788676021572,0.00138089558404734,0.991304347826087,1.95608074443696,89838,14.32,12.45,"24-hr flow-weighted composite",177857.142857143,"Significant"
"106","Utility2",2025-07-28,6.68066347331716,0.0129461307531452,0.00121046366249001,0.982608695652174,1.93948383618679,89838,14.32,11.5,"24-hr flow-weighted composite",164285.714285714,"Significant"
"107","Utility2",2025-07-31,6.67232562217287,0.00735702149768756,0.0130565184186893,0.947826086956522,1.86465988399698,89838,14.32,11.76,"24-hr flow-weighted composite",168000,"Significant"
"108","Utility2",2025-08-04,6.67803776316358,0.00409023393498485,0.0487381330990474,0.965217391304348,1.91592068932848,89838,14.32,10.98,"24-hr flow-weighted composite",156857.142857143,"Significant"
"109","Utility2",2025-08-07,6.68279318622687,0.00274739961821977,0.110270721074423,1,1.95859589925637,89838,14.32,11.25,"24-hr flow-weighted composite",160714.285714286,"Not Significant"
"110","Utility2",2025-08-11,6.67808223936516,0.000453140820450484,0.614688366393849,0.973913043478261,1.91631981916694,89838,14.32,10.52,"24-hr flow-weighted composite",150285.714285714,"Not Significant"
"111","Utility2",2025-08-14,6.65771381503732,-0.00246757872553544,0.150560076137637,0.939130434782609,1.73353339353823,89838,14.32,11.19,"24-hr flow-weighted composite",159857.142857143,"Not Significant"
"112","Utility2",2025-08-18,6.64141669173268,-0.00524712438653416,0.0535300998224246,0.91304347826087,1.58728286041201,89838,14.32,10.84,"24-hr flow-weighted composite",154857.142857143,"Not Significant"
"113","Utility2",2025-08-21,6.60226937304499,-0.0110175093369641,0.0224860541557359,0.895652173913044,1.23597446557983,89838,14.32,11.7,"24-hr flow-weighted composite",167142.857142857,"Significant"
"114","Utility2",2025-08-25,6.58091390635644,-0.0174673123006302,0.00179980526896444,0.869565217391304,1.04433031280661,89838,14.32,11.43,"24-hr flow-weighted composite",163285.714285714,"Significant"
"115","Utility2",2025-08-28,6.54371204051906,-0.0238223051833278,0.000107482696277448,0.826086956521739,0.710480429591014,89838,14.32,12.78,"24-hr flow-weighted composite",182571.428571429,"Significant"
"116","Utility2",2025-09-02,6.52209508189762,-0.0283589453150832,3.17840489047693e-05,0.791304347826087,0.516489645827854,89838,14.32,11.71,"24-hr flow-weighted composite",167285.714285714,"Significant"
"117","Utility1",2024-07-01,6.61229052311898,-0.015675138457317,NA,0.825688073394495,0.963799578886169,18838,2.775,NA,"",NA,"Not Significant"
"118","Utility1",2024-07-08,6.60004426615701,-0.0139606977096448,0.0450618169456773,0.798165137614679,0.757172412739728,18838,2.775,NA,"",NA,"Significant"
"119","Utility1",2024-07-11,6.5888069868439,-0.0129722281159165,0.00308554450506161,0.761467889908257,0.567569402867111,18838,2.775,NA,"",NA,"Significant"
"120","Utility1",2024-07-15,6.59106337177272,-0.00972881158822281,0.0148067853945163,0.779816513761468,0.605640662111901,18838,2.775,NA,"",NA,"Significant"
"121","Utility1",2024-07-18,6.6000482625009,-0.0061287351065397,0.06510043200062,0.807339449541284,0.757239841768515,18838,2.775,1.134,"24-hr flow-weighted composite",16200,"Not Significant"
"122","Utility1",2024-07-29,6.5983901590849,0.000793306151278623,0.703650583648839,0.788990825688073,0.729263194611002,18838,2.775,NA,"",NA,"Not Significant"
"123","Utility1",2024-08-01,6.57903584175959,-0.00122155028564512,0.710394086232923,0.715596330275229,0.402704005623889,18838,2.775,NA,"",NA,"Not Significant"
"124","Utility1",2024-08-05,6.57656688739092,-0.00500053895049244,0.160829886779221,0.706422018348624,0.361046130394952,18838,2.775,1.065,"24-hr flow-weighted composite",15214.2857142857,"Not Significant"
"125","Utility1",2024-08-08,6.58314068573014,-0.00556384252355152,0.105677457331977,0.724770642201835,0.471963721449057,18838,2.775,NA,"",NA,"Not Significant"
"126","Utility1",2024-08-12,6.57591131294934,-0.0040852848300567,0.190779570805665,0.697247706422018,0.349984833095636,18838,2.775,NA,"",NA,"Not Significant"
"127","Utility1",2024-08-15,6.5717647679892,-0.00388362124485865,0.0713038330685787,0.660550458715596,0.280021509847233,18838,2.775,NA,"",NA,"Not Significant"
"128","Utility1",2024-08-19,6.56280784195697,-0.00435516690593336,0.0131660022894197,0.605504587155963,0.128894169536623,18838,2.775,NA,"",NA,"Significant"
"129","Utility1",2024-08-22,6.53949772817058,-0.00562529819199445,0.0238689124821013,0.458715596330275,-0.264409904450206,18838,2.775,NA,"",NA,"Significant"
"130","Utility1",2024-08-26,6.53602818486996,-0.0079287676312257,0.00404621123258773,0.422018348623853,-0.322950395822786,18838,2.775,NA,"",NA,"Significant"
"131","Utility1",2024-08-29,6.54261066653194,-0.00834369119899946,0.00188638756430289,0.467889908256881,-0.211886293848806,18838,2.775,NA,"",NA,"Significant"
"132","Utility1",2024-09-03,6.53293017776351,-0.00737811487726278,0.0237809588630149,0.376146788990826,-0.375222076148983,18838,2.775,NA,"",NA,"Significant"
"133","Utility1",2024-09-09,6.53236338623918,-0.00472406994709141,0.0683234808984354,0.36697247706422,-0.384785367759733,18838,2.775,NA,"",NA,"Not Significant"
"134","Utility1",2024-09-12,6.5475149763419,0.000554610177021984,0.738856605565039,0.504587155963303,-0.129137447316891,18838,2.775,1.186,"24-hr flow-weighted composite",16942.8571428571,"Not Significant"
"135","Utility1",2024-09-16,6.56060324681253,0.00391489850338191,0.140799084192647,0.587155963302752,0.0916967427138263,18838,2.775,NA,"",NA,"Not Significant"
"136","Utility1",2024-09-23,6.57020010118782,0.0102779707421956,0.00596948726286494,0.651376146788991,0.253621388721443,18838,2.775,NA,"",NA,"Significant"
"137","Utility1",2024-09-26,6.57525452115866,0.0108467394684882,0.00262043030502555,0.688073394495413,0.338902995855233,18838,2.775,NA,"",NA,"Significant"
"138","Utility1",2024-09-30,6.58961304503551,0.0108303937944923,0.000142643760232173,0.770642201834862,0.581169764218196,18838,2.775,1.116,"24-hr flow-weighted composite",15942.8571428571,"Significant"
"139","Utility1",2024-10-03,6.58408013388075,0.00785456006668764,0.00365058891026586,0.73394495412844,0.487814728798168,18838,2.775,1.251,"grab",17871.4285714286,"Significant"
"140","Utility1",2024-10-14,6.57298427467652,0.00143939596995106,0.648328895261615,0.678899082568807,0.300597855066909,18838,2.775,1.219,"24-hr flow-weighted composite",17414.2857142857,"Not Significant"
"141","Utility1",2024-10-17,6.55621421230752,-0.00547093880612809,0.208380950258138,0.559633027522936,0.0176419711451917,18838,2.775,1.269,"24-hr flow-weighted composite",18128.5714285714,"Not Significant"
"142","Utility1",2024-10-21,6.55589940149384,-0.00952932086565764,0.00622931893318442,0.55045871559633,0.0123302692509597,18838,2.775,1.254,"24-hr flow-weighted composite",17914.2857142857,"Significant"
"143","Utility1",2024-10-24,6.56061228592097,-0.00640205691022436,0.085677454300572,0.596330275229358,0.0918492566915979,18838,2.775,1.233,"grab",17614.2857142857,"Not Significant"
"144","Utility1",2024-10-28,6.5511202335843,-0.00393300085709917,0.1465363956239,0.522935779816514,-0.068307098130172,18838,2.775,1.037,"grab",14814.2857142857,"Not Significant"
"145","Utility1",2024-10-31,6.5541983775428,-0.00298567249746171,0.105139469241543,0.532110091743119,-0.0163705623290444,18838,2.775,1.037,"grab",14814.2857142857,"Not Significant"
"146","Utility1",2024-11-04,6.54663118569668,-0.00313821801351799,0.0271238523253501,0.486238532110092,-0.144049363427725,18838,2.775,1.12,"24-hr flow-weighted composite",16000,"Significant"
"147","Utility1",2024-11-07,6.55009019225597,-0.00154722857596882,0.0670427263139475,0.513761467889908,-0.0856866551121849,18838,2.775,1,"grab",14285.7142857143,"Not Significant"
"148","Utility1",2024-11-12,6.53636519754659,-0.00376836450580051,0.024386791005501,0.431192660550459,-0.317264089015437,18838,2.775,1.154,"24-hr flow-weighted composite",16485.7142857143,"Significant"
"149","Utility1",2024-11-14,6.51382168542592,-0.00621393067312089,0.0116491932291098,0.174311926605505,-0.697633538958208,18838,2.775,1.138,"24-hr flow-weighted composite",16257.1428571429,"Significant"
"150","Utility1",2024-11-18,6.50980428491726,-0.00767740065660576,0.00568003983423348,0.146788990825688,-0.765417849295439,18838,2.775,1.024,"24-hr flow-weighted composite",14628.5714285714,"Significant"
"151","Utility1",2024-11-21,6.50827022377965,-0.00884667034565428,0.00112669424514204,0.119266055045872,-0.791301570872102,18838,2.775,1.077,"24-hr flow-weighted composite",15385.7142857143,"Significant"
