County,Date,Diagnosed_Flu,Diagnosed_Flu_r100Kutil,Percent_Diag_Flu,Percent_Diag_Flu_r100kutil,Diagnosed_RSV,Diagnosed_RSV_r100Kutil,Percent_Diag_RSV,Percent_Diag_RSV_r100kutil,ILI_neg_COVID,ILI_neg_COVID_r100Kutil,Percent_Diag_ILINegCOVID,Percent_Diag_ILINegCOVID_r100kutil,Total_ED_Visits,countypop
County1,2020-03-11,11,58.392610680539335,2.0183486238532113,10.714240491842082,4,21.233676611105214,0.7339449541284404,3.896087451578938,46,244.18728102770996,8.440366972477065,44.80500569315779,545,18838
County1,2020-03-18,93,493.68298120819617,10.915492957746478,57.94401187889627,0,0,0,0,121,642.3187174859327,14.2018779342723,75.38952083168225,852,18838
County1,2020-03-25,74,392.82301730544646,10,53.08419152776304,3,15.92525745832891,0.40540540540540543,2.152061818693096,184,976.7491241108398,24.864864864864867,131.99312487984324,740,18838
County1,2020-04-01,97,514.9166578193015,7.996702390766694,42.44984813019797,0,0,0,0,106,562.6924301942881,8.738664468260511,46.38849383299985,1213,18838
County1,2020-04-08,70,371.5893406943412,4.4529262086514,23.63799877190466,47,249.49570018048627,2.989821882951654,15.871227746850272,71,376.8977598471175,4.516539440203562,23.97568446864615,1572,18838
County1,2020-04-15,44,233.57044272215734,5.493133583021224,29.159855520868582,16,84.93470644442085,1.9975031210986267,10.603583825770393,54,286.6546342499204,6.741573033707865,35.78709541197507,801,18838
County1,2020-04-22,91,483.0661429026436,6.271536871123364,33.29194644401404,1,5.308419152776303,0.06891798759476223,0.3658455653188355,200,1061.6838305552606,13.783597518952448,73.1691130637671,1451,18838
County1,2020-04-29,7,37.158934069434125,0.9641873278236914,5.1183104778834885,1,5.308419152776303,0.13774104683195593,0.7311872111262125,10,53.08419152776304,1.3774104683195594,7.311872111262126,726,18838
County1,2020-05-06,11,58.392610680539335,1.800327332242226,9.5568920917413,1,5.308419152776303,0.16366612111292964,0.8688083719764818,94,498.99140036097253,15.384615384615385,81.66798696578928,611,18838
County1,2020-05-13,162,859.9639027497611,17.28922091782284,91.77843145675145,59,313.19673001380187,6.296691568836713,33.42547812313788,167,886.5059985136427,17.822838847385274,94.61109909430552,937,18838
County1,2020-05-20,98,520.2250769720777,9.969481180061038,52.922184839478916,29,153.9441554305128,2.950152594099695,15.660646534131514,119,631.7018791803802,12.105798575788402,64.26265301936725,983,18838
County1,2020-05-27,10,53.08419152776304,0.6626905235255135,3.5178390674461912,4,21.233676611105214,0.26507620941020543,1.4071356269784765,10,53.08419152776304,0.6626905235255135,3.5178390674461912,1509,18838
County1,2020-06-03,40,212.33676611105216,6.420545746388442,34.08294801140483,37,196.41150865272323,5.9390048154093105,31.526726910549478,149,790.9544537636691,23.91653290529695,126.95898134248301,623,18838
County1,2020-06-10,30,159.2525745832891,3.428571428571429,18.200294238090184,0,0,0,0,58,307.8883108610256,6.628571428571428,35.18723552697435,875,18838
County1,2020-06-17,23,122.09364051385498,1.4447236180904524,7.6691985247396355,19,100.85996390274975,1.193467336683417,6.335424868263176,23,122.09364051385498,1.4447236180904524,7.6691985247396355,1592,18838
County1,2020-06-24,53,281.34621509714407,4.740608228980322,25.16513551852809,19,100.85996390274975,1.6994633273703041,9.021463676453466,167,886.5059985136427,14.937388193202148,79.2939175772489,1118,18838
County1,2020-07-01,60,318.5051491665782,3.878474466709761,20.588568142635953,19,100.85996390274975,1.2281835811247577,6.5197132451680515,108,573.3092684998408,6.9812540400775696,37.059422656744715,1547,18838
County1,2020-07-08,9,47.77577237498673,1.313868613138686,6.97456531021704,5,26.54209576388152,0.7299270072992701,3.874758505676134,17,90.24312559719716,2.4817518248175183,13.174178919298855,685,18838
County1,2020-07-15,12,63.70102983331564,0.7941760423560555,4.21581931391897,0,0,0,0,37,196.41150865272323,2.4487094639311717,12.998776217916825,1511,18838
County1,2020-07-22,124,658.2439749442616,15.46134663341646,82.07530859654135,8,42.46735322221043,0.997506234413965,5.29518119977686,160,849.3470644442086,19.950124688279303,105.90362399553722,802,18838
County1,2020-07-29,82,435.2903705276569,5.473965287049399,29.058102171405665,0,0,0,0,83,440.59878968043313,5.540720961281709,29.41246927105695,1498,18838
County1,2020-08-05,3,15.92525745832891,0.3115264797507788,1.6537131317060132,2,10.616838305552607,0.20768431983385255,1.1024754211373424,103,546.7671727359592,10.695742471443406,56.77748418857313,963,18838
County1,2020-08-12,4,21.233676611105214,0.3663003663003663,1.94447588013784,0,0,0,0,13,69.00944898609194,1.1904761904761905,6.319546610447979,1092,18838
County1,2020-08-19,1,5.308419152776303,0.08952551477170993,0.4752389572763029,0,0,0,0,59,313.19673001380187,5.282005371530887,28.03909847930187,1117,18838
County1,2020-08-26,44,233.57044272215734,7.248764415156507,38.47947985538012,19,100.85996390274975,3.130148270181219,16.616139028459596,120,637.0102983331564,19.769357495881383,104.94403596921852,607,18838
County1,2020-09-02,141,748.4871005414587,9.393737508327781,49.86589610536035,66,350.355664083236,4.397068620919387,23.34148328336016,200,1061.6838305552606,13.324450366422386,70.73176752533382,1501,18838
County1,2020-09-09,3,15.92525745832891,0.5524861878453038,2.932828261202377,0,0,0,0,15,79.62628729164454,2.7624309392265194,14.664141306011889,543,18838
County1,2020-09-16,113,599.8513642637223,21.814671814671815,115.80142167253325,13,69.00944898609194,2.5096525096525095,13.322287449052498,136,721.9450047775773,26.254826254826252,139.37162254393382,518,18838
County1,2020-09-23,121,642.3187174859327,9.641434262948207,51.18077430166794,7,37.158934069434125,0.5577689243027889,2.9608712405923607,142,753.795519694235,11.314741035856574,60.06338802344503,1255,18838
County1,2020-09-30,95,504.2998195137488,18.590998043052835,98.68881008096844,51,270.7293767915915,9.980430528375733,52.980308569783055,101,536.1503344304066,19.765166340508806,104.92178755976646,511,18838
County1,2020-10-07,175,928.973351735853,16.49387370405278,87.55639507406721,64,339.7388257776834,6.032045240339302,32.02062448423029,182,966.1322858052872,17.15362865221489,91.05865087702989,1061,18838
County1,2020-10-14,4,21.233676611105214,0.2777777777777778,1.4745608757711954,0,0,0,0,75,398.13143645822277,5.208333333333334,27.648016420709915,1440,18838
County1,2020-10-21,2,10.616838305552607,0.20898641588296762,1.109387492743219,1,5.308419152776303,0.10449320794148381,0.5546937463716095,20,106.16838305552608,2.089864158829676,11.093874927432191,957,18838
County1,2020-10-28,11,58.392610680539335,1.2195121951219512,6.473681893629638,1,5.308419152776303,0.11086474501108648,0.5885165357845126,16,84.93470644442085,1.7738359201773837,9.416264572552201,902,18838
County1,2020-11-04,20,106.16838305552608,1.3986013986013985,7.424362451435389,0,0,0,0,93,493.68298120819617,6.503496503496503,34.52328539917456,1430,18838
County1,2020-11-11,132,700.711328166472,14.087513340448238,74.7824256314271,8,42.46735322221043,0.8537886872998933,4.532268220086491,198,1051.0669922497082,21.13127001067236,112.17363844714066,937,18838
County1,2020-11-18,1,5.308419152776303,0.19723865877712032,1.0470254739203753,1,5.308419152776303,0.19723865877712032,1.0470254739203753,20,106.16838305552608,3.9447731755424065,20.94050947840751,507,18838
County1,2020-11-25,173,918.3565134303004,11.939268461007591,63.37864136855075,3,15.92525745832891,0.2070393374741201,1.0990515844257358,181,960.8238666525109,12.491373360938578,66.30944559368605,1449,18838
County1,2020-12-02,54,286.6546342499204,3.5202086049543677,18.686742780307718,8,42.46735322221043,0.5215123859191656,2.7684063378233654,120,637.0102983331564,7.822685788787484,41.52609506735048,1534,18838
County1,2020-12-09,30,159.2525745832891,2.170767004341534,11.523341142061438,4,21.233676611105214,0.2894356005788712,1.5364454856081917,61,323.8135683193545,4.413892908827786,23.43079365552493,1382,18838
County1,2020-12-16,2,10.616838305552607,0.15128593040847202,0.8030891305259158,0,0,0,0,12,63.70102983331564,0.9077155824508321,4.818534783155495,1322,18838
County1,2020-12-23,28,148.6357362777365,4.229607250755287,22.452528138630893,4,21.233676611105214,0.6042296072507553,3.2075040198044125,159,844.0386452914322,24.018126888217523,127.49828478722542,662,18838
County1,2020-12-30,12,63.70102983331564,1.1142061281337048,5.914673150725686,2,10.616838305552607,0.18570102135561745,0.985778858454281,177,939.5901900414058,16.434540389972145,87.24142897320387,1077,18838
County1,2021-01-01,103,521.8624917667325,15.629742033383915,79.19005944866957,2,10.133252267315195,0.30349013657056145,1.5376710572557202,133,673.8612757764604,20.18209408194234,102.2551253075054,659,19737
County1,2021-01-08,13,65.86613973754878,2.1775544388609713,11.032854227395102,12,60.799513603891164,2.0100502512562812,10.184173132980094,62,314.13082028677104,10.385259631490786,52.61822785373049,597,19737
County1,2021-01-15,105,531.9957440340477,13.043478260869565,66.08642783031648,47,238.1314282819071,5.838509316770186,29.581543885951188,165,835.9933120535035,20.496894409937887,103.85010087621163,805,19737
County1,2021-01-22,24,121.59902720778233,2.140945584299732,10.847370848151858,18,91.19927040583676,1.6057091882247994,8.135528136113894,29,146.9321578760703,2.5869759143621764,13.107239774850163,1121,19737
County1,2021-01-29,33,167.1986624107007,5.699481865284974,28.8771437669604,4,20.26650453463039,0.690846286701209,3.5002598505406546,55,278.66443735116786,9.499136442141623,48.128572944934,579,19737
County1,2021-02-05,27,136.79890560875512,1.6896120150187734,8.56063239103599,13,65.86613973754878,0.8135168961201502,4.121785966054366,139,704.2610325784061,8.69837296620776,44.071403790888986,1598,19737
County1,2021-02-12,52,263.4645589501951,4.753199268738574,24.08268363347304,8,40.53300906926078,0.7312614259597806,3.7050282513035446,133,673.8612757764604,12.157221206581353,61.59609467792143,1094,19737
County1,2021-02-19,50,253.33130668287987,7.936507936507936,40.21131852109204,4,20.26650453463039,0.6349206349206349,3.216905481687363,199,1008.2586005978619,31.587301587301585,160.0410477139463,630,19737
County1,2021-02-26,39,197.5984192126463,3.0421216848673946,15.413293230315624,21,106.39914880680955,1.6380655226209049,8.299465585554566,89,450.92972589552613,6.942277691107644,35.17392557687411,1282,19737
County1,2021-03-05,3,15.199878400972791,0.28680688336520077,1.4531432505710127,0,0,0,0,16,81.06601813852156,1.5296367112810707,7.750097336378734,1046,19737
County1,2021-03-12,1,5.066626133657597,0.0758150113722517,0.3841263179421984,1,5.066626133657597,0.0758150113722517,0.3841263179421984,3,15.199878400972791,0.22744503411675512,1.1523789538265952,1319,19737
County1,2021-03-19,0,0,0,0,0,0,0,0,70,354.66382935603184,7.936507936507936,40.21131852109204,882,19737
County1,2021-03-26,69,349.5972032223742,4.3396226415094334,21.98724548568391,6,30.399756801945582,0.37735849056603776,1.911934390059471,117,592.7952576379389,7.3584905660377355,37.28272060615968,1590,19737
County1,2021-04-02,20,101.33252267315194,3.6363636363636362,18.42409503148217,3,15.199878400972791,0.5454545454545455,2.7636142547223264,191,967.7255915286011,34.72727272727273,175.95010755065476,550,19737
County1,2021-04-09,37,187.4651669453311,3.467666354264293,17.56936897332063,6,30.399756801945582,0.5623242736644799,2.8490868605384807,108,547.1956224350205,10.121836925960636,51.28356348969264,1067,19737
County1,2021-04-16,42,212.7982976136191,3.7366548042704624,18.93223288377394,4,20.26650453463039,0.3558718861209964,1.8030697984546606,49,248.26468054922228,4.359430604982206,22.087605031069597,1124,19737
County1,2021-04-23,2,10.133252267315195,0.3115264797507788,1.5783882036316501,0,0,0,0,20,101.33252267315194,3.115264797507788,15.783882036316504,642,19737
County1,2021-04-30,3,15.199878400972791,0.2074688796680498,1.0511672476468046,1,5.066626133657597,0.06915629322268327,0.35038908254893486,21,106.39914880680955,1.4522821576763485,7.358170733527632,1446,19737
County1,2021-05-07,54,273.59781121751024,5.6663168940188875,28.709109256821645,10,50.66626133657597,1.049317943336831,5.31650171422623,138,699.1944064447484,14.480587618048268,73.36772365632197,953,19737
County1,2021-05-14,63,319.1974464204286,8.961593172119487,45.40504216506808,25,126.66565334143993,3.556187766714083,18.01787387502702,132,668.7946496428028,18.776671408250355,95.13437406014265,703,19737
County1,2021-05-21,83,420.5299690935806,14.020270270270272,71.035467752294025,0,0,0,0,147,744.7940416476669,24.83108108108108,125.80980433237615,592,19737
County1,2021-05-28,88,445.86309976186857,7.739665787159191,39.213992942996356,17,86.13264427217915,1.4951627088830255,7.575430454897024,187,947.4590869939707,16.44678979771328,83.32973500386726,1137,19737
County1,2021-06-04,24,121.59902720778233,1.7977528089887642,9.108541363878828,4,20.26650453463039,0.299625468164794,1.5180902273131378,100,506.66261336575974,7.490636704119851,37.952255682828444,1335,19737
County1,2021-06-11,15,75.99939200486396,2.3734177215189876,12.025220253934172,2,10.133252267315195,0.31645569620253167,1.6033627005245563,43,217.86492374727672,6.80379746835443,34.472298061277954,632,19737
County1,2021-06-18,54,273.59781121751024,6.775407779171895,34.32845812013931,1,5.066626133657597,0.12547051442910914,0.635712187409987,80,405.33009069260777,10.037641154328734,50.856974992798975,797,19737
County1,2021-06-25,0,0,0,0,0,0,0,0,11,55.73288747023357,1.2048192771084338,6.104368835732045,913,19737
County1,2021-07-02,9,45.59963520291838,1.7077798861480076,8.652682201692292,1,5.066626133657597,0.18975332068311196,0.9614091335213657,10,50.66626133657597,1.8975332068311195,9.614091335213656,527,19737
County1,2021-07-09,6,30.399756801945582,0.6147540983606558,3.1147291805272115,6,30.399756801945582,0.6147540983606558,3.1147291805272115,59,298.93094188579823,6.045081967213115,30.628170275184242,976,19737
County1,2021-07-16,21,106.39914880680955,1.694915254237288,8.587501921453555,4,20.26650453463039,0.3228410008071025,1.6357146517054388,97,491.46273496478693,7.828894269572236,39.666080303856894,1239,19737
County1,2021-07-23,13,65.86613973754878,1.4606741573033708,7.400689858151547,3,15.199878400972791,0.33707865168539325,1.70785150572728,125,633.3282667071996,14.04494382022472,71.16047940530333,890,19737
County1,2021-07-30,44,222.93154988093428,4.3095004897159646,21.83462780420512,11,55.73288747023357,1.0773751224289911,5.45865695105128,74,374.9303338906622,7.247796278158668,36.72187403434497,1021,19737
County1,2021-08-06,78,395.1968384252926,5.575411007862759,28.2485231183197,1,5.066626133657597,0.07147962830593281,0.3621605527989705,190,962.6589653949436,13.581129378127233,68.8105050318044,1399,19737
County1,2021-08-13,17,86.13264427217915,2.951388888888889,14.953584075031104,12,60.799513603891164,2.083333333333333,10.55547111178666,18,91.19927040583676,3.125,15.833206667679992,576,19737
County1,2021-08-20,3,15.199878400972791,0.1989389920424403,1.0079494960857287,0,0,0,0,42,212.7982976136191,2.7851458885941645,14.111292945200205,1508,19737
County1,2021-08-27,13,65.86613973754878,1.051779935275081,5.328975706921422,0,0,0,0,72,364.797081623347,5.825242718446602,29.51432699218018,1236,19737
County1,2021-09-03,1,5.066626133657597,0.06734006734006734,0.3411869450274476,0,0,0,0,27,136.79890560875512,1.8181818181818181,9.212047515741085,1485,19737
County1,2021-09-10,18,91.19927040583676,2.898550724637681,14.685872851181442,4,20.26650453463039,0.644122383252818,3.2635273002625427,75,379.9969600243198,12.077294685990339,61.191136879922674,621,19737
County1,2021-09-17,57,288.79768961848305,5.098389982110913,25.831635922941242,26,131.73227947509756,2.3255813953488373,11.78285147362232,127,643.4615189745149,11.359570661896242,57.554697582693635,1118,19737
County1,2021-09-24,61,309.0641941531135,6.25,31.666413335359984,43,217.86492374727672,4.405737704918033,22.322225793778347,160,810.6601813852155,16.39344262295082,83.05944481405896,976,19737
County1,2021-10-01,1,5.066626133657597,0.09765625,0.49478770836499975,0,0,0,0,1,5.066626133657597,0.09765625,0.49478770836499975,1024,19737
County1,2021-10-08,44,222.93154988093428,6.470588235294119,32.784051453078575,0,0,0,0,57,288.79768961848305,8.38235294117647,42.47024847330633,680,19737
County1,2021-10-15,4,20.26650453463039,0.28756290438533433,1.456973726429216,0,0,0,0,63,319.1974464204286,4.529115744069015,22.94733619126015,1391,19737
County1,2021-10-22,9,45.59963520291838,1.282051282051282,6.495674530330252,8,40.53300906926078,1.1396011396011396,5.773932915849114,45,227.99817601459188,6.41025641025641,32.47837265165126,702,19737
County1,2021-10-29,45,227.99817601459188,3.9508340649692713,20.017399123317986,1,5.066626133657597,0.08779631255487269,0.4448310916292886,100,506.66261336575974,8.779631255487269,44.48310916292886,1139,19737
County1,2021-11-05,8,40.53300906926078,1.362862010221465,6.905112277557202,5,25.333130668287986,0.8517887563884157,4.315695173473252,48,243.19805441556466,8.17717206132879,41.430673665343214,587,19737
County1,2021-11-12,14,70.93276587120637,1.2173913043478262,6.168066597496206,3,15.199878400972791,0.26086956521739135,1.32172855660633,152,770.1271723159548,13.217391304347824,66.96758020138736,1150,19737
County1,2021-11-19,100,506.66261336575974,13.717421124828533,69.50104435744305,29,146.9321578760703,3.9780521262002746,20.15530286365848,199,1008.2586005978619,27.29766803840878,138.30707827131164,729,19737
County1,2021-11-26,2,10.133252267315195,0.18761726078799248,0.9505865166336954,0,0,0,0,10,50.66626133657597,0.9380863039399625,4.7529325831684774,1066,19737
County1,2021-12-03,32,162.1320362770431,2.8828828828828827,14.60648975468857,1,5.066626133657597,0.09009009009009009,0.4564528048340178,95,481.3294826974718,8.558558558558559,43.363016459231694,1110,19737
County1,2021-12-10,65,329.33069868774385,8.227848101265822,41.68743021363846,17,86.13264427217915,2.151898734177215,10.902866363566982,148,749.8606677813244,18.734177215189874,94.91907187105373,790,19737
County1,2021-12-17,27,136.79890560875512,2.0737327188940093,10.506828387769213,13,65.86613973754878,0.9984639016897081,5.058843297814805,107,542.1289963013629,8.218125960061444,41.63817175893725,1302,19737
County1,2021-12-24,8,40.53300906926078,0.8105369807497468,4.106687848962593,4,20.26650453463039,0.4052684903748734,2.0533439244812963,42,212.7982976136191,4.25531914893617,21.560111207053605,987,19737
County1,2022-01-01,4,20.06722520443486,0.5154639175257731,2.5859826294374813,0,0,0,0,16,80.26890081773944,2.0618556701030926,10.343930517749925,776,19933
County1,2022-01-08,40,200.67225204434854,3.502626970227671,17.572001054671503,5,25.084031505543567,0.43782837127845886,2.196500131833938,144,722.4201073596548,12.609457092819614,63.25920379681742,1142,19933
County1,2022-01-15,97,486.63021120754524,8.73873873873874,43.84055956824732,12,60.20167561330457,1.0810810810810811,5.423574379576989,135,677.2688506496764,12.162162162162163,61.01521177024113,1110,19933
County1,2022-01-22,106,531.7814679175237,7.571428571428572,37.98439056553741,24,120.40335122660915,1.7142857142857144,8.6002393733292255,189,948.176390909547,13.5,67.72688506496765,1400,19933
County1,2022-01-29,13,65.21848191441329,0.9461426491994178,4.746614404251331,3,15.050418903326143,0.21834061135371177,1.09537255482723,74,371.24366628204484,5.385735080058224,27.019189685738347,1374,19933
County1,2022-02-05,18,90.30251341995685,2.7649769585253456,13.871353827950362,0,0,0,0,27,135.4537701299353,4.147465437788019,20.807030741925544,651,19933
County1,2022-02-12,86,431.44534189534943,9.005235602094242,45.17752271155492,0,0,0,0,176,882.9579089951337,18.429319371727747,92.45632554922865,955,19933
County1,2022-02-19,9,45.151256709978426,0.5667506297229219,2.8432781303512864,1,5.016806301108715,0.06297229219143577,0.31591979226125405,132,662.2184317463503,8.312342569269521,41.70141257848554,1588,19933
County1,2022-02-26,78,391.3108914864797,7.730426164519326,38.78205069241623,27,135.4537701299353,2.6759167492566895,13.424556008913306,192,963.2268098128732,19.028741328047573,95.46350939671687,1009,19933
County1,2022-03-05,79,396.3276977875884,5.5322128851540615,27.754040461315718,13,65.21848191441329,0.9103641456582634,4.567120582241827,88,441.47895449756686,6.162464985994398,30.91589317209852,1428,19933
County1,2022-03-12,43,215.72267094767471,4.574468085106383,22.949220313582416,7,35.117644107761,0.7446808510638299,3.7359195859320216,134,672.2520443485677,14.255319148936172,71.5161749306987,940,19933
County1,2022-03-19,35,175.588220538805,4.0650406504065035,20.393521549222413,20,100.33612602217427,2.3228803716608595,11.653440885269951,45,225.75628354989212,5.2264808362369335,26.22024199185739,861,19933
County1,2022-03-26,164,822.7562333818291,10.445859872611466,52.40485562941588,27,135.4537701299353,1.7197452229299364,8.627628670696515,175,877.941102694025,11.146496815286625,55.91981545821816,1570,19933
County1,2022-04-02,23,115.38654492550043,2.2526934378060726,11.301326633251756,2,10.03361260221743,0.1958863858961802,0.9827240550653701,129,647.1680128430241,12.634671890303622,63.38570155171635,1021,19933
County1,2022-04-09,21,105.35293232328299,4.046242774566474,20.299216247260695,16,80.26890081773944,3.0828516377649327,15.466069521722433,29,145.4873827321527,5.5876685934489405,28.032251008121914,519,19933
County1,2022-04-16,21,105.35293232328299,1.9943019943019942,10.00502681132792,1,5.016806301108715,0.0949667616334283,0.4764298481584724,49,245.823508754327,4.653371320037987,23.34506255976515,1053,19933
County1,2022-04-23,56,280.941152862088,4.721753794266442,23.688124187359865,2,10.03361260221743,0.16863406408094433,0.8460044352628523,153,767.5713640696332,12.900505902192243,64.7193392976082,1186,19933
County1,2022-04-30,10,50.168063011087135,0.8396305625524769,4.2122638968167205,3,15.050418903326143,0.2518891687657431,1.2636791690450162,22,110.36973862439172,1.8471872376154492,9.266980572996786,1191,19933
County1,2022-05-07,43,215.72267094767471,5.046948356807512,25.3195623178022,18,90.30251341995685,2.112676056338028,10.598886551638127,150,752.5209451663071,17.6056338028169,88.3240545969844,852,19933
County1,2022-05-14,3,15.050418903326143,0.3558718861209964,1.7853403206792577,0,0,0,0,3,15.050418903326143,0.3558718861209964,1.7853403206792577,843,19933
County1,2022-05-21,9,45.151256709978426,1,5.016806301108715,2,10.03361260221743,0.2222222222222222,1.1148458446908251,32,160.53780163547887,3.5555555555555554,17.837533515053202,900,19933
County1,2022-05-28,8,40.13445040886972,1.103448275862069,5.5357862632923744,0,0,0,0,47,235.78989615210955,6.482758620689655,32.522744296842696,725,19933
County1,2022-06-04,8,40.13445040886972,0.9433962264150944,4.732836133121428,6,30.100837806652287,0.7075471698113208,3.5496270998410715,12,60.20167561330457,1.4150943396226416,7.099254199682143,848,19933
County1,2022-06-11,63,316.05879696984897,5.53116769095698,27.74879692448191,5,25.084031505543567,0.4389815627743635,2.202285470196977,107,536.7982742186324,9.394205443371378,47.128909062215314,1139,19933
County1,2022-06-18,86,431.44534189534943,5.795148247978436,29.073136246317343,13,65.21848191441329,0.8760107816711591,4.394776409327041,163,817.7394270807204,10.983827493261455,55.1037349784852,1484,19933
County1,2022-06-25,55,275.92434656097925,8.34597875569044,41.87015881046727,3,15.050418903326143,0.4552352048558422,2.2838268442073053,69,346.15963477650126,10.47040971168437,52.52801741676802,659,19933
County1,2022-07-02,148,742.4873325640897,10.826627651792247,54.31509382326919,11,55.18486931219586,0.8046817849305048,4.036932649026763,179,898.0083278984599,13.094367227505485,65.69190401598095,1367,19933
County1,2022-07-09,5,25.084031505543567,0.8880994671403196,4.455423002760846,0,0,0,0,160,802.6890081773942,28.419182948490228,142.57353608834708,563,19933
County1,2022-07-16,12,60.20167561330457,1.2332990750256936,6.187222570740449,1,5.016806301108715,0.10277492291880781,0.5156018808950374,76,381.2772788842623,7.810894141829394,39.18574294802285,973,19933
County1,2022-07-23,11,55.18486931219586,0.8283132530120483,4.155487147002701,6,30.100837806652287,0.4518072289156626,2.2666293529105634,13,65.21848191441329,0.9789156626506025,4.911030264639555,1328,19933
County1,2022-07-30,153,767.5713640696332,24.9185667752443,125.01162281264386,13,65.21848191441329,2.1172638436482085,10.621902591923988,160,802.6890081773942,26.058631921824105,130.73110882367985,614,19933
County1,2022-08-06,106,531.7814679175237,7.001321003963012,35.124271328766426,55,275.92434656097925,3.632760898282695,18.22485776492598,120,602.0167561330456,7.926023778071334,39.763326032565764,1514,19933
County1,2022-08-13,89,446.4957607986756,6.219426974143955,31.2016604331709,13,65.21848191441329,0.9084556254367574,4.557545905968782,142,712.3864947574375,9.92313067784766,49.78242451135132,1431,19933
County1,2022-08-20,12,60.20167561330457,1.9077901430842605,9.571013611018214,10,50.168063011087135,1.5898251192368837,7.975844675848511,23,115.38654492550043,3.6565977742448332,18.34444275445158,629,19933
County1,2022-08-27,53,265.89073395876187,9.706959706959708,48.69793662248386,34,170.57141423769627,6.227106227106227,31.24018575781983,86,431.44534189534943,15.75091575091575,79.01929338742663,546,19933
County1,2022-09-03,43,215.72267094767471,3.4235668789808917,17.175371890738433,8,40.13445040886972,0.6369426751592357,3.195418026183895,174,872.9242963929162,13.853503184713375,69.5003420694997,1256,19933
County1,2022-09-10,35,175.588220538805,2.512562814070352,12.605040957559584,28,140.470576431044,2.0100502512562812,10.084032766047667,58,290.9747654643054,4.1636755204594404,20.888353586813025,1393,19933
County1,2022-09-17,45,225.75628354989212,6.540697674418605,32.81341330667037,16,80.26890081773944,2.3255813953488373,11.666991397927243,48,240.8067024532183,6.976744186046512,35.00097419378172,688,19933
County1,2022-09-24,142,712.3864947574375,25.95978062157221,130.23519099770337,120,602.0167561330456,21.937842778793417,110.05790788538312,154,772.588170370742,28.153564899451556,141.2409817862417,547,19933
County1,2022-10-01,36,180.6050268399137,6.521739130434782,32.71830196375248,5,25.084031505543567,0.9057971014492754,4.544208606076734,84,421.41172929313194,15.217391304347828,76.34270458208914,552,19933
County1,2022-10-08,23,115.38654492550043,1.6678752719361856,8.367407173712866,12,60.20167561330457,0.8701957940536621,4.365603742806713,27,135.4537701299353,1.9579405366207396,9.822608421315104,1379,19933
County1,2022-10-15,170,852.8570711884814,12.116892373485388,60.78810200915762,21,105.35293232328299,1.496792587312901,7.509118483484177,190,953.1931972106557,13.542409123307198,67.93964342199969,1403,19933
County1,2022-10-22,30,150.5041890332614,1.9255455712451863,9.660089154894829,27,135.4537701299353,1.7329910141206675,8.694080239405345,80,401.3445040886971,5.134788189987163,25.76023774638621,1558,19933
County1,2022-10-29,36,180.6050268399137,3.854389721627409,19.336726642389046,27,135.4537701299353,2.890792291220557,14.502544981791788,118,591.9831435308283,12.633832976445397,63.381492883386336,934,19933
